Vernier Format 2
chassis.txt 4/26/2022 16:46:37
Run 1
Time	Current	Potential	
T	C	P	
s	A	V	

182.5	0.0000	7.128	
182.6	0.0000	7.133	
182.7	0.0000	7.128	
182.8	0.0000	7.118	
182.9	0.0000	7.133	
183.0	0.0000	7.133	
183.1	0.0000	7.133	
183.2	0.0000	7.128	
183.3	0.0000	7.123	
183.4	0.0000	7.133	
183.5	0.0000	7.133	
183.6	0.0000	7.133	
183.7	0.0000	7.128	
183.8	0.0000	7.128	
183.9	0.0000	7.133	
184.0	0.0000	7.133	
184.1	0.0000	7.133	
184.2	0.0000	7.128	
184.3	0.0000	7.133	
184.4	0.0000	7.133	
184.5	0.0000	7.128	
184.6	0.0000	7.133	
184.7	-0.0003	7.143	
184.8	-0.0003	7.143	
184.9	0.0000	7.128	
185.0	0.0000	7.133	
185.1	0.0000	7.143	
185.2	0.0000	7.138	
185.3	0.0000	7.128	
185.4	0.0000	7.143	
185.5	0.0000	7.148	
185.6	0.0000	7.138	
185.7	0.0000	7.133	
185.8	0.0000	7.138	
185.9	0.0000	7.148	
186.0	0.0000	7.143	
186.1	0.0000	7.138	
186.2	0.0000	7.128	
186.3	0.0000	7.143	
186.4	0.0000	7.152	
186.5	0.0000	7.143	
186.6	0.0000	7.133	
186.7	0.0000	7.148	
186.8	-0.0003	7.148	
186.9	0.0000	7.148	
187.0	0.0000	7.143	
187.1	-0.0003	7.143	
187.2	0.0000	7.148	
187.3	0.0000	7.148	
187.4	0.0000	7.143	
187.5	-0.0003	7.148	
187.6	0.0000	7.152	
187.7	-0.0003	7.148	
187.8	0.0000	7.143	
187.9	0.0000	7.152	
188.0	0.0000	7.157	
188.1	0.0000	7.148	
188.2	0.0000	7.143	
188.3	0.0000	7.157	
188.4	0.0000	7.157	
188.5	0.0000	7.152	
188.6	0.0000	7.143	
188.7	0.0000	7.157	
188.8	0.0000	7.162	
188.9	0.0000	7.157	
189.0	-0.0003	7.143	
189.1	0.0000	7.162	
189.2	0.0000	7.157	
189.3	0.0000	7.152	
189.4	0.0000	7.152	
189.5	0.0000	7.162	
189.6	0.0000	7.162	
189.7	0.0000	7.148	
189.8	0.0000	7.162	
189.9	0.0000	7.167	
190.0	0.0000	7.157	
190.1	0.0000	7.148	
190.2	0.0000	7.162	
190.3	0.0000	7.167	
190.4	0.0000	7.162	
190.5	0.0000	7.152	
190.6	-0.0003	7.167	
190.7	0.0000	7.172	
190.8	0.0000	7.162	
190.9	0.0000	7.152	
191.0	0.0000	7.167	
191.1	-0.0003	7.172	
191.2	0.0000	7.162	
191.3	0.0000	7.157	
191.4	0.0000	7.167	
191.5	0.0000	7.167	
191.6	-0.0003	7.162	
191.7	0.0000	7.167	
191.8	0.0000	7.172	
191.9	0.0000	7.167	
192.0	0.0000	7.162	
192.1	0.0000	7.172	
192.2	0.0000	7.172	
192.3	0.0000	7.167	
192.4	-0.0003	7.167	
192.5	-0.0003	7.172	
192.6	0.0000	7.167	
192.7	0.0000	7.162	
192.8	0.0000	7.172	
192.9	0.0000	7.177	
193.0	0.0000	7.162	
193.1	0.0000	7.167	
193.2	0.0000	7.177	
193.3	0.0000	7.172	
193.4	-0.0003	7.167	
193.5	-0.0003	7.172	
193.6	0.0000	7.177	
193.7	0.0000	7.167	
193.8	0.0000	7.167	
193.9	0.0000	7.177	
194.0	0.0000	7.177	
194.1	0.0000	7.167	
194.2	0.0000	7.182	
194.3	0.0000	7.182	
194.4	0.0000	7.172	
194.5	-0.0003	7.167	
194.6	0.0000	7.177	
194.7	0.0000	7.182	
194.8	0.0000	7.167	
194.9	-0.0003	7.172	
195.0	0.0000	7.182	
195.1	-0.0003	7.182	
195.2	0.0000	7.172	
195.3	-0.0003	7.182	
195.4	0.0000	7.187	
195.5	-0.0003	7.182	
195.6	0.0000	7.172	
195.7	0.0000	7.182	
195.8	0.0000	7.187	
195.9	0.0000	7.182	
196.0	-0.0003	7.187	
196.1	0.0000	7.187	
196.2	0.0000	7.187	
196.3	0.0000	7.172	
196.4	0.0000	7.187	
196.5	0.0000	7.187	
196.6	0.0000	7.182	
196.7	-0.0003	7.187	
196.8	0.0000	7.191	
196.9	0.0000	7.187	
197.0	0.0000	7.172	
197.1	0.0000	7.191	
197.2	0.0000	7.191	
197.3	0.0000	7.182	
197.4	0.0000	7.187	
197.5	0.0000	7.196	
197.6	-0.0003	7.191	
197.7	0.0000	7.182	
197.8	0.0000	7.191	
197.9	0.0000	7.196	
198.0	0.0000	7.187	
198.1	0.0000	7.182	
198.2	0.0000	7.196	
198.3	0.0000	7.196	
198.4	0.0000	7.187	
198.5	0.0000	7.191	
198.6	0.0000	7.196	
198.7	0.0000	7.187	
198.8	0.0000	7.182	
198.9	0.0000	7.196	
199.0	0.0000	7.201	
199.1	-0.0003	7.196	
199.2	0.0000	7.187	
199.3	0.0000	7.196	
199.4	0.0000	7.196	
199.5	0.0000	7.191	
199.6	-0.0003	7.196	
199.7	0.0000	7.201	
199.8	0.0000	7.201	
199.9	0.0000	7.191	
200.0	-0.0003	7.196	
Vernier Format 2
chassis.txt 4/26/2022 16:46:39
Run 3
Time	Current	Potential	
T	C	P	
s	A	V	

			
