Vernier Format 2
pol9.txt 3/8/2022 17:43:38
Run 1
Time	Potential	Current	
T	P	C	
s	V	A	

49.97	1.142	-0.0529	
49.98	1.132	-0.0529	
49.99	1.147	-0.0529	
50.00	1.142	-0.0529	
50.01	1.137	-0.0529	
50.02	1.147	-0.0529	
50.03	1.137	-0.0532	
50.04	1.142	-0.0529	
50.05	1.147	-0.0529	
50.06	1.137	-0.0529	
50.07	1.142	-0.0529	
50.08	1.147	-0.0529	
50.09	1.132	-0.0529	
50.10	1.142	-0.0529	
50.11	1.142	-0.0529	
50.12	1.132	-0.0529	
50.13	1.147	-0.0529	
50.14	1.137	-0.0529	
50.15	1.137	-0.0529	
50.16	1.147	-0.0529	
50.17	1.137	-0.0529	
50.18	1.142	-0.0529	
50.19	1.147	-0.0529	
50.20	1.132	-0.0529	
50.21	1.142	-0.0529	
50.22	1.142	-0.0529	
50.23	1.132	-0.0529	
50.24	1.142	-0.0529	
50.25	1.142	-0.0529	
50.26	1.132	-0.0529	
50.27	1.142	-0.0532	
50.28	1.137	-0.0529	
50.29	1.132	-0.0529	
50.30	1.147	-0.0529	
50.31	1.142	-0.0529	
50.32	1.137	-0.0532	
50.33	1.147	-0.0529	
50.34	1.137	-0.0529	
50.35	1.142	-0.0529	
50.36	1.142	-0.0525	
50.37	1.137	-0.0529	
50.38	1.142	-0.0525	
50.39	1.142	-0.0529	
50.40	1.132	-0.0529	
50.41	1.147	-0.0529	
50.42	1.142	-0.0529	
50.43	1.132	-0.0529	
50.44	1.147	-0.0529	
50.45	1.142	-0.0529	
50.46	1.132	-0.0529	
50.47	1.147	-0.0529	
50.48	1.142	-0.0529	
50.49	1.137	-0.0529	
50.50	1.147	-0.0529	
50.51	1.137	-0.0529	
50.52	1.142	-0.0529	
50.53	1.142	-0.0529	
50.54	1.137	-0.0529	
50.55	1.142	-0.0529	
50.56	1.142	-0.0529	
50.57	1.132	-0.0529	
50.58	1.142	-0.0529	
50.59	1.142	-0.0529	
50.60	1.132	-0.0529	
50.61	1.147	-0.0529	
50.62	1.137	-0.0529	
50.63	1.137	-0.0529	
50.64	1.147	-0.0529	
50.65	1.137	-0.0529	
50.66	1.142	-0.0529	
50.67	1.147	-0.0529	
50.68	1.137	-0.0529	
50.69	1.142	-0.0529	
50.70	1.147	-0.0529	
50.71	1.132	-0.0529	
50.72	1.142	-0.0529	
50.73	1.137	-0.0529	
50.74	1.132	-0.0529	
50.75	1.142	-0.0529	
50.76	1.142	-0.0529	
50.77	1.137	-0.0532	
50.78	1.147	-0.0529	
50.79	1.137	-0.0529	
50.80	1.137	-0.0529	
50.81	1.147	-0.0529	
50.82	1.137	-0.0529	
50.83	1.142	-0.0529	
50.84	1.142	-0.0529	
50.85	1.137	-0.0529	
50.86	1.142	-0.0529	
50.87	1.137	-0.0529	
50.88	1.132	-0.0529	
50.89	1.147	-0.0529	
50.90	1.137	-0.0529	
50.91	1.132	-0.0529	
50.92	1.147	-0.0529	
50.93	1.137	-0.0529	
50.94	1.142	-0.0529	
50.95	1.147	-0.0529	
50.96	1.137	-0.0529	
50.97	1.142	-0.0529	
50.98	1.147	-0.0529	
50.99	1.132	-0.0525	
51.00	1.142	-0.0529	
51.01	1.142	-0.0532	
51.02	1.132	-0.0529	
51.03	1.142	-0.0529	
51.04	1.142	-0.0529	
51.05	1.132	-0.0529	
51.06	1.147	-0.0529	
51.07	1.137	-0.0529	
51.08	1.142	-0.0529	
51.09	1.142	-0.0529	
51.10	1.137	-0.0529	
51.11	1.142	-0.0529	
51.12	1.142	-0.0529	
51.13	1.137	-0.0529	
51.14	1.142	-0.0529	
51.15	1.142	-0.0529	
51.16	1.132	-0.0529	
51.17	1.142	-0.0529	
51.18	1.137	-0.0529	
51.19	1.132	-0.0529	
51.20	1.147	-0.0529	
51.21	1.137	-0.0529	
51.22	1.137	-0.0532	
51.23	1.147	-0.0529	
51.24	1.137	-0.0529	
51.25	1.142	-0.0529	
51.26	1.147	-0.0529	
51.27	1.132	-0.0529	
51.28	1.142	-0.0529	
51.29	1.147	-0.0529	
51.30	1.132	-0.0529	
51.31	1.142	-0.0529	
51.32	1.137	-0.0529	
51.33	1.132	-0.0525	
51.34	1.142	-0.0529	
51.35	1.137	-0.0529	
51.36	1.132	-0.0529	
51.37	1.142	-0.0529	
51.38	1.137	-0.0529	
51.39	1.137	-0.0532	
51.40	1.142	-0.0529	
51.41	1.137	-0.0529	
51.42	1.137	-0.0529	
51.43	1.147	-0.0525	
51.44	1.137	-0.0529	
51.45	1.142	-0.0529	
51.46	1.142	-0.0529	
51.47	1.132	-0.0529	
51.48	1.142	-0.0529	
51.49	1.142	-0.0529	
51.50	1.137	-0.0529	
51.51	1.142	-0.0529	
51.52	1.142	-0.0529	
51.53	1.132	-0.0532	
51.54	1.142	-0.0529	
51.55	1.137	-0.0529	
51.56	1.137	-0.0529	
51.57	1.147	-0.0529	
51.58	1.137	-0.0529	
51.59	1.142	-0.0529	
51.60	1.142	-0.0529	
51.61	1.132	-0.0529	
51.62	1.137	-0.0529	
51.63	1.147	-0.0529	
51.64	1.132	-0.0529	
51.65	1.147	-0.0529	
51.66	1.137	-0.0529	
51.67	1.132	-0.0529	
51.68	1.142	-0.0529	
51.69	1.137	-0.0529	
51.70	1.137	-0.0529	
51.71	1.147	-0.0529	
51.72	1.137	-0.0529	
51.73	1.142	-0.0525	
51.74	1.147	-0.0529	
51.75	1.132	-0.0529	
51.76	1.142	-0.0529	
51.77	1.142	-0.0529	
51.78	1.132	-0.0529	
51.79	1.142	-0.0529	
51.80	1.142	-0.0529	
51.81	1.132	-0.0529	
51.82	1.147	-0.0529	
51.83	1.137	-0.0529	
51.84	1.137	-0.0532	
51.85	1.142	-0.0529	
51.86	1.137	-0.0529	
51.87	1.137	-0.0529	
51.88	1.147	-0.0529	
51.89	1.132	-0.0529	
51.90	1.142	-0.0529	
51.91	1.142	-0.0529	
51.92	1.132	-0.0529	
51.93	1.142	-0.0529	
51.94	1.142	-0.0529	
51.95	1.132	-0.0529	
51.96	1.147	-0.0529	
51.97	1.137	-0.0529	
51.98	1.132	-0.0529	
51.99	1.147	-0.0529	
52.00	1.137	-0.0529	
52.01	1.137	-0.0529	
52.02	1.147	-0.0529	
52.03	1.137	-0.0529	
52.04	1.142	-0.0529	
52.05	1.142	-0.0529	
52.06	1.132	-0.0529	
52.07	1.142	-0.0529	
52.08	1.142	-0.0529	
52.09	1.132	-0.0529	
52.10	1.137	-0.0529	
52.11	1.142	-0.0529	
52.12	1.122	-0.0529	
52.13	1.147	-0.0529	
52.14	1.137	-0.0529	
52.15	1.132	-0.0532	
52.16	1.147	-0.0529	
52.17	1.142	-0.0529	
52.18	1.137	-0.0529	
52.19	1.147	-0.0529	
52.20	1.137	-0.0529	
52.21	1.137	-0.0529	
52.22	1.147	-0.0529	
52.23	1.137	-0.0529	
52.24	1.142	-0.0529	
52.25	1.142	-0.0529	
52.26	1.132	-0.0529	
52.27	1.142	-0.0525	
52.28	1.142	-0.0529	
52.29	1.132	-0.0529	
52.30	1.137	-0.0529	
52.31	1.142	-0.0529	
52.32	1.132	-0.0529	
52.33	1.142	-0.0529	
52.34	1.137	-0.0529	
52.35	1.132	-0.0532	
52.36	1.147	-0.0529	
52.37	1.137	-0.0529	
52.38	1.137	-0.0532	
52.39	1.142	-0.0529	
52.40	1.137	-0.0529	
52.41	1.142	-0.0529	
52.42	1.142	-0.0529	
52.43	1.132	-0.0529	
52.44	1.142	-0.0529	
52.45	1.142	-0.0529	
52.46	1.132	-0.0529	
52.47	1.142	-0.0529	
52.48	1.142	-0.0529	
52.49	1.132	-0.0525	
52.50	1.142	-0.0529	
52.51	1.137	-0.0529	
52.52	1.132	-0.0529	
52.53	1.142	-0.0529	
52.54	1.137	-0.0529	
52.55	1.132	-0.0529	
52.56	1.147	-0.0525	
52.57	1.137	-0.0529	
52.58	1.137	-0.0529	
52.59	1.142	-0.0529	
52.60	1.137	-0.0529	
52.61	1.142	-0.0529	
52.62	1.142	-0.0525	
52.63	1.132	-0.0529	
52.64	1.142	-0.0529	
52.65	1.142	-0.0529	
52.66	1.127	-0.0529	
52.67	1.142	-0.0529	
52.68	1.142	-0.0529	
52.69	1.132	-0.0529	
52.70	1.142	-0.0529	
52.71	1.137	-0.0529	
52.72	1.137	-0.0529	
52.73	1.142	-0.0529	
52.74	1.137	-0.0529	
52.75	1.142	-0.0529	
52.76	1.142	-0.0529	
52.77	1.137	-0.0529	
52.78	1.142	-0.0529	
52.79	1.142	-0.0529	
52.80	1.132	-0.0529	
52.81	1.142	-0.0529	
52.82	1.137	-0.0529	
52.83	1.132	-0.0529	
52.84	1.142	-0.0529	
52.85	1.137	-0.0529	
52.86	1.127	-0.0529	
52.87	1.142	-0.0525	
52.88	1.137	-0.0529	
52.89	1.137	-0.0529	
52.90	1.142	-0.0529	
52.91	1.137	-0.0529	
52.92	1.142	-0.0529	
52.93	1.142	-0.0529	
52.94	1.132	-0.0529	
52.95	1.142	-0.0529	
52.96	1.142	-0.0529	
52.97	1.132	-0.0529	
52.98	1.142	-0.0529	
52.99	1.142	-0.0529	
53.00	1.132	-0.0529	
53.01	1.142	-0.0529	
53.02	1.137	-0.0529	
53.03	1.132	-0.0529	
53.04	1.142	-0.0525	
53.05	1.137	-0.0529	
53.06	1.137	-0.0529	
53.07	1.142	-0.0529	
53.08	1.137	-0.0529	
53.09	1.142	-0.0529	
53.10	1.137	-0.0525	
53.11	1.132	-0.0529	
53.12	1.142	-0.0529	
53.13	1.142	-0.0529	
53.14	1.132	-0.0529	
53.15	1.137	-0.0529	
53.16	1.142	-0.0529	
53.17	1.127	-0.0529	
53.18	1.142	-0.0529	
53.19	1.137	-0.0529	
53.20	1.132	-0.0529	
53.21	1.142	-0.0529	
53.22	1.137	-0.0529	
53.23	1.142	-0.0529	
53.24	1.147	-0.0529	
53.25	1.132	-0.0525	
53.26	1.137	-0.0529	
53.27	1.142	-0.0525	
53.28	1.132	-0.0529	
53.29	1.142	-0.0529	
53.30	1.137	-0.0529	
53.31	1.132	-0.0525	
53.32	1.142	-0.0529	
53.33	1.137	-0.0529	
53.34	1.132	-0.0529	
53.35	1.142	-0.0529	
53.36	1.142	-0.0529	
53.37	1.132	-0.0529	
53.38	1.142	-0.0529	
53.39	1.137	-0.0529	
53.40	1.137	-0.0529	
53.41	1.142	-0.0529	
53.42	1.132	-0.0529	
53.43	1.142	-0.0529	
53.44	1.142	-0.0529	
53.45	1.132	-0.0529	
53.46	1.137	-0.0529	
53.47	1.137	-0.0529	
53.48	1.127	-0.0529	
53.49	1.142	-0.0529	
53.50	1.142	-0.0529	
53.51	1.132	-0.0529	
53.52	1.142	-0.0529	
53.53	1.137	-0.0529	
53.54	1.137	-0.0529	
53.55	1.142	-0.0525	
53.56	1.137	-0.0529	
53.57	1.142	-0.0529	
53.58	1.147	-0.0529	
53.59	1.132	-0.0529	
53.60	1.142	-0.0529	
53.61	1.137	-0.0529	
53.62	1.132	-0.0529	
53.63	1.142	-0.0529	
53.64	1.142	-0.0529	
53.65	1.127	-0.0529	
53.66	1.142	-0.0529	
53.67	1.137	-0.0529	
53.68	1.132	-0.0529	
53.69	1.142	-0.0529	
53.70	1.137	-0.0529	
53.71	1.137	-0.0529	
53.72	1.147	-0.0529	
53.73	1.137	-0.0529	
53.74	1.142	-0.0529	
53.75	1.137	-0.0529	
53.76	1.137	-0.0532	
53.77	1.137	-0.0529	
53.78	1.137	-0.0529	
53.79	1.132	-0.0525	
53.80	1.142	-0.0529	
53.81	1.137	-0.0529	
53.82	1.127	-0.0529	
53.83	1.142	-0.0529	
53.84	1.137	-0.0529	
53.85	1.127	-0.0529	
53.86	1.142	-0.0529	
53.87	1.137	-0.0529	
53.88	1.137	-0.0529	
53.89	1.147	-0.0529	
53.90	1.132	-0.0529	
53.91	1.137	-0.0529	
53.92	1.142	-0.0529	
53.93	1.132	-0.0529	
53.94	1.137	-0.0529	
53.95	1.142	-0.0529	
53.96	1.132	-0.0529	
53.97	1.142	-0.0529	
53.98	1.137	-0.0529	
53.99	1.122	-0.0529	
54.00	1.142	-0.0529	
54.01	1.137	-0.0529	
54.02	1.132	-0.0529	
54.03	1.142	-0.0529	
54.04	1.137	-0.0529	
54.05	1.137	-0.0529	
54.06	1.142	-0.0529	
54.07	1.137	-0.0529	
54.08	1.142	-0.0529	
54.09	1.142	-0.0529	
54.10	1.132	-0.0529	
54.11	1.142	-0.0529	
54.12	1.137	-0.0529	
54.13	1.132	-0.0529	
54.14	1.142	-0.0529	
54.15	1.137	-0.0529	
54.16	1.132	-0.0525	
54.17	1.137	-0.0529	
54.18	1.137	-0.0529	
54.19	1.127	-0.0529	
54.20	1.142	-0.0532	
54.21	1.137	-0.0529	
54.22	1.132	-0.0532	
54.23	1.142	-0.0529	
54.24	1.137	-0.0529	
54.25	1.137	-0.0529	
54.26	1.142	-0.0529	
54.27	1.132	-0.0529	
54.28	1.137	-0.0529	
54.29	1.137	-0.0529	
54.30	1.132	-0.0529	
54.31	1.142	-0.0529	
54.32	1.142	-0.0529	
54.33	1.132	-0.0525	
54.34	1.137	-0.0525	
54.35	1.137	-0.0529	
54.36	1.132	-0.0529	
54.37	1.137	-0.0529	
54.38	1.137	-0.0529	
54.39	1.127	-0.0529	
54.40	1.147	-0.0529	
54.41	1.137	-0.0529	
54.42	1.137	-0.0529	
54.43	1.147	-0.0529	
54.44	1.137	-0.0529	
54.45	1.137	-0.0529	
54.46	1.142	-0.0529	
54.47	1.132	-0.0529	
54.48	1.142	-0.0529	
54.49	1.137	-0.0525	
54.50	1.132	-0.0525	
54.51	1.137	-0.0529	
54.52	1.137	-0.0529	
54.53	1.127	-0.0529	
54.54	1.142	-0.0529	
54.55	1.137	-0.0529	
54.56	1.127	-0.0529	
54.57	1.142	-0.0525	
54.58	1.137	-0.0529	
54.59	1.137	-0.0529	
54.60	1.142	-0.0529	
54.61	1.137	-0.0529	
54.62	1.137	-0.0529	
54.63	1.142	-0.0525	
54.64	1.132	-0.0529	
54.65	1.142	-0.0525	
54.66	1.137	-0.0529	
54.67	1.127	-0.0529	
54.68	1.142	-0.0529	
54.69	1.137	-0.0529	
54.70	1.127	-0.0529	
54.71	1.142	-0.0525	
54.72	1.137	-0.0529	
54.73	1.132	-0.0529	
54.74	1.142	-0.0529	
54.75	1.137	-0.0529	
54.76	1.137	-0.0529	
54.77	1.142	-0.0529	
54.78	1.137	-0.0529	
54.79	1.137	-0.0529	
54.80	1.142	-0.0525	
54.81	1.132	-0.0529	
54.82	1.142	-0.0529	
54.83	1.137	-0.0529	
54.84	1.132	-0.0529	
54.85	1.137	-0.0529	
54.86	1.137	-0.0529	
54.87	1.127	-0.0525	
54.88	1.142	-0.0529	
54.89	1.137	-0.0529	
54.90	1.122	-0.0529	
54.91	1.142	-0.0529	
54.92	1.137	-0.0529	
54.93	1.132	-0.0529	
54.94	1.137	-0.0525	
54.95	1.137	-0.0529	
54.96	1.137	-0.0529	
54.97	1.147	-0.0529	
54.98	1.132	-0.0529	
54.99	1.137	-0.0529	
55.00	1.142	-0.0525	
55.01	1.132	-0.0529	
55.02	1.137	-0.0529	
55.03	1.137	-0.0529	
55.04	1.132	-0.0529	
55.05	1.137	-0.0529	
55.06	1.142	-0.0529	
55.07	1.127	-0.0529	
55.08	1.137	-0.0529	
55.09	1.137	-0.0529	
55.10	1.127	-0.0529	
55.11	1.142	-0.0529	
55.12	1.137	-0.0529	
55.13	1.122	-0.0532	
55.14	1.142	-0.0529	
55.15	1.137	-0.0529	
55.16	1.137	-0.0529	
55.17	1.142	-0.0529	
55.18	1.132	-0.0525	
55.19	1.142	-0.0525	
55.20	1.137	-0.0529	
55.21	1.132	-0.0529	
55.22	1.142	-0.0529	
55.23	1.137	-0.0529	
55.24	1.127	-0.0525	
55.25	1.137	-0.0529	
55.26	1.137	-0.0525	
55.27	1.127	-0.0529	
55.28	1.137	-0.0529	
55.29	1.137	-0.0529	
55.30	1.122	-0.0529	
55.31	1.142	-0.0525	
55.32	1.137	-0.0529	
55.33	1.132	-0.0529	
55.34	1.142	-0.0529	
55.35	1.137	-0.0529	
55.36	1.137	-0.0529	
55.37	1.137	-0.0529	
55.38	1.132	-0.0529	
55.39	1.142	-0.0525	
55.40	1.142	-0.0529	
55.41	1.127	-0.0529	
55.42	1.137	-0.0529	
55.43	1.142	-0.0529	
55.44	1.127	-0.0529	
55.45	1.137	-0.0529	
55.46	1.137	-0.0529	
55.47	1.122	-0.0529	
55.48	1.137	-0.0529	
55.49	1.137	-0.0529	
55.50	1.137	-0.0529	
55.51	1.142	-0.0529	
55.52	1.132	-0.0529	
55.53	1.137	-0.0529	
55.54	1.142	-0.0529	
55.55	1.132	-0.0529	
55.56	1.137	-0.0529	
55.57	1.137	-0.0529	
55.58	1.127	-0.0525	
55.59	1.137	-0.0529	
55.60	1.137	-0.0529	
55.61	1.122	-0.0529	
55.62	1.137	-0.0529	
55.63	1.137	-0.0529	
55.64	1.127	-0.0529	
55.65	1.142	-0.0529	
55.66	1.132	-0.0529	
55.67	1.132	-0.0529	
55.68	1.137	-0.0525	
55.69	1.137	-0.0525	
55.70	1.137	-0.0529	
55.71	1.142	-0.0529	
55.72	1.132	-0.0529	
55.73	1.137	-0.0529	
55.74	1.142	-0.0529	
55.75	1.127	-0.0529	
55.76	1.137	-0.0529	
55.77	1.137	-0.0529	
55.78	1.127	-0.0525	
55.79	1.137	-0.0529	
55.80	1.137	-0.0529	
55.81	1.122	-0.0529	
55.82	1.142	-0.0529	
55.83	1.137	-0.0529	
55.84	1.127	-0.0529	
55.85	1.142	-0.0529	
55.86	1.132	-0.0525	
55.87	1.137	-0.0529	
55.88	1.142	-0.0529	
55.89	1.127	-0.0529	
55.90	1.137	-0.0529	
55.91	1.142	-0.0529	
55.92	1.132	-0.0529	
55.93	1.137	-0.0525	
55.94	1.137	-0.0525	
55.95	1.127	-0.0525	
55.96	1.137	-0.0529	
55.97	1.137	-0.0529	
55.98	1.127	-0.0529	
55.99	1.137	-0.0525	
56.00	1.137	-0.0529	
56.01	1.132	-0.0529	
56.02	1.142	-0.0529	
56.03	1.132	-0.0529	
56.04	1.137	-0.0529	
56.05	1.142	-0.0529	
56.06	1.132	-0.0529	
56.07	1.137	-0.0529	
56.08	1.137	-0.0529	
56.09	1.132	-0.0529	
56.10	1.137	-0.0529	
56.11	1.137	-0.0529	
56.12	1.122	-0.0525	
56.13	1.137	-0.0529	
56.14	1.137	-0.0529	
56.15	1.127	-0.0529	
56.16	1.137	-0.0525	
56.17	1.137	-0.0529	
56.18	1.132	-0.0529	
56.19	1.142	-0.0529	
56.20	1.132	-0.0529	
56.21	1.137	-0.0525	
56.22	1.137	-0.0529	
56.23	1.132	-0.0529	
56.24	1.137	-0.0525	
56.25	1.137	-0.0525	
56.26	1.122	-0.0529	
56.27	1.137	-0.0529	
56.28	1.137	-0.0529	
56.29	1.127	-0.0525	
56.30	1.137	-0.0529	
56.31	1.137	-0.0525	
56.32	1.122	-0.0529	
56.33	1.137	-0.0529	
56.34	1.137	-0.0529	
56.35	1.132	-0.0529	
56.36	1.142	-0.0529	
56.37	1.132	-0.0529	
56.38	1.137	-0.0525	
56.39	1.142	-0.0525	
56.40	1.132	-0.0529	
56.41	1.137	-0.0529	
56.42	1.137	-0.0529	
56.43	1.127	-0.0529	
56.44	1.137	-0.0529	
56.45	1.132	-0.0529	
56.46	1.132	-0.0525	
56.47	1.137	-0.0529	
56.48	1.132	-0.0529	
56.49	1.122	-0.0529	
56.50	1.142	-0.0529	
56.51	1.132	-0.0529	
56.52	1.127	-0.0529	
56.53	1.142	-0.0525	
56.54	1.132	-0.0529	
56.55	1.137	-0.0529	
56.56	1.137	-0.0529	
56.57	1.132	-0.0529	
56.58	1.137	-0.0529	
56.59	1.142	-0.0529	
56.60	1.127	-0.0529	
56.61	1.137	-0.0529	
56.62	1.137	-0.0529	
56.63	1.122	-0.0529	
56.64	1.137	-0.0529	
56.65	1.137	-0.0529	
56.66	1.122	-0.0525	
56.67	1.142	-0.0529	
56.68	1.137	-0.0529	
56.69	1.127	-0.0529	
56.70	1.142	-0.0525	
56.71	1.137	-0.0529	
56.72	1.132	-0.0529	
56.73	1.142	-0.0525	
56.74	1.137	-0.0529	
56.75	1.137	-0.0529	
56.76	1.142	-0.0529	
56.77	1.132	-0.0529	
56.78	1.137	-0.0529	
56.79	1.142	-0.0525	
56.80	1.132	-0.0529	
56.81	1.142	-0.0529	
56.82	1.142	-0.0529	
56.83	1.127	-0.0525	
56.84	1.142	-0.0529	
56.85	1.137	-0.0525	
56.86	1.127	-0.0529	
56.87	1.137	-0.0529	
56.88	1.137	-0.0529	
56.89	1.127	-0.0529	
56.90	1.142	-0.0529	
56.91	1.137	-0.0529	
56.92	1.132	-0.0529	
56.93	1.142	-0.0525	
56.94	1.127	-0.0525	
56.95	1.137	-0.0529	
56.96	1.137	-0.0529	
56.97	1.127	-0.0529	
56.98	1.137	-0.0529	
56.99	1.142	-0.0529	
57.00	1.132	-0.0529	
57.01	1.137	-0.0529	
57.02	1.137	-0.0525	
57.03	1.122	-0.0525	
57.04	1.137	-0.0529	
57.05	1.137	-0.0529	
57.06	1.127	-0.0529	
57.07	1.137	-0.0529	
57.08	1.132	-0.0529	
57.09	1.132	-0.0529	
57.10	1.142	-0.0525	
57.11	1.132	-0.0529	
57.12	1.137	-0.0529	
57.13	1.142	-0.0529	
57.14	1.132	-0.0529	
57.15	1.137	-0.0529	
57.16	1.137	-0.0525	
57.17	1.127	-0.0525	
57.18	1.137	-0.0529	
57.19	1.137	-0.0529	
57.20	1.127	-0.0529	
57.21	1.137	-0.0529	
57.22	1.137	-0.0529	
57.23	1.122	-0.0529	
57.24	1.137	-0.0529	
57.25	1.137	-0.0529	
57.26	1.122	-0.0529	
57.27	1.137	-0.0529	
57.28	1.137	-0.0529	
57.29	1.127	-0.0529	
57.30	1.142	-0.0525	
57.31	1.132	-0.0529	
57.32	1.132	-0.0529	
57.33	1.142	-0.0525	
57.34	1.132	-0.0529	
57.35	1.137	-0.0529	
57.36	1.137	-0.0529	
57.37	1.132	-0.0529	
57.38	1.137	-0.0525	
57.39	1.137	-0.0529	
57.40	1.127	-0.0525	
57.41	1.137	-0.0529	
57.42	1.137	-0.0529	
57.43	1.122	-0.0529	
57.44	1.137	-0.0529	
57.45	1.137	-0.0529	
57.46	1.122	-0.0529	
57.47	1.142	-0.0529	
57.48	1.137	-0.0529	
57.49	1.127	-0.0529	
57.50	1.142	-0.0529	
57.51	1.132	-0.0529	
57.52	1.132	-0.0529	
57.53	1.142	-0.0529	
57.54	1.137	-0.0525	
57.55	1.137	-0.0525	
57.56	1.137	-0.0525	
57.57	1.127	-0.0525	
57.58	1.137	-0.0525	
57.59	1.137	-0.0529	
57.60	1.127	-0.0529	
57.61	1.137	-0.0529	
57.62	1.137	-0.0525	
57.63	1.127	-0.0525	
57.64	1.137	-0.0529	
57.65	1.137	-0.0529	
57.66	1.122	-0.0529	
57.67	1.137	-0.0529	
57.68	1.127	-0.0529	
57.69	1.127	-0.0529	
57.70	1.137	-0.0529	
57.71	1.137	-0.0529	
57.72	1.137	-0.0529	
57.73	1.142	-0.0525	
57.74	1.127	-0.0529	
57.75	1.137	-0.0529	
57.76	1.137	-0.0525	
57.77	1.132	-0.0529	
57.78	1.137	-0.0529	
57.79	1.137	-0.0529	
57.80	1.122	-0.0525	
57.81	1.137	-0.0529	
57.82	1.137	-0.0529	
57.83	1.122	-0.0525	
57.84	1.137	-0.0525	
57.85	1.137	-0.0525	
57.86	1.127	-0.0529	
57.87	1.137	-0.0529	
57.88	1.132	-0.0529	
57.89	1.127	-0.0529	
57.90	1.142	-0.0529	
57.91	1.137	-0.0529	
57.92	1.132	-0.0529	
57.93	1.137	-0.0525	
57.94	1.132	-0.0529	
57.95	1.137	-0.0529	
57.96	1.137	-0.0529	
57.97	1.127	-0.0529	
57.98	1.137	-0.0529	
57.99	1.137	-0.0529	
58.00	1.127	-0.0529	
58.01	1.137	-0.0525	
58.02	1.137	-0.0529	
58.03	1.127	-0.0529	
58.04	1.137	-0.0529	
58.05	1.137	-0.0529	
58.06	1.122	-0.0529	
58.07	1.137	-0.0529	
58.08	1.137	-0.0529	
58.09	1.127	-0.0529	
58.10	1.142	-0.0529	
58.11	1.132	-0.0529	
58.12	1.132	-0.0529	
58.13	1.142	-0.0529	
58.14	1.127	-0.0529	
58.15	1.137	-0.0525	
58.16	1.137	-0.0529	
58.17	1.132	-0.0529	
58.18	1.137	-0.0525	
58.19	1.137	-0.0529	
58.20	1.127	-0.0529	
58.21	1.137	-0.0529	
58.22	1.137	-0.0529	
58.23	1.127	-0.0525	
58.24	1.137	-0.0525	
58.25	1.137	-0.0525	
58.26	1.122	-0.0529	
58.27	1.137	-0.0529	
58.28	1.137	-0.0529	
58.29	1.127	-0.0529	
58.30	1.142	-0.0525	
58.31	1.132	-0.0525	
58.32	1.137	-0.0529	
58.33	1.142	-0.0525	
58.34	1.127	-0.0529	
58.35	1.137	-0.0529	
58.36	1.137	-0.0529	
58.37	1.127	-0.0529	
58.38	1.137	-0.0525	
58.39	1.137	-0.0525	
58.40	1.122	-0.0525	
58.41	1.137	-0.0525	
58.42	1.137	-0.0529	
58.43	1.122	-0.0529	
58.44	1.137	-0.0529	
58.45	1.132	-0.0525	
58.46	1.127	-0.0529	
58.47	1.137	-0.0525	
58.48	1.132	-0.0525	
58.49	1.137	-0.0529	
58.50	1.137	-0.0529	
58.51	1.127	-0.0529	
58.52	1.137	-0.0529	
58.53	1.137	-0.0529	
58.54	1.122	-0.0525	
58.55	1.137	-0.0525	
58.56	1.137	-0.0529	
58.57	1.127	-0.0529	
58.58	1.137	-0.0529	
58.59	1.137	-0.0525	
58.60	1.118	-0.0529	
58.61	1.137	-0.0529	
58.62	1.137	-0.0529	
58.63	1.122	-0.0529	
58.64	1.137	-0.0529	
58.65	1.132	-0.0529	
58.66	1.122	-0.0529	
58.67	1.142	-0.0529	
58.68	1.132	-0.0529	
58.69	1.127	-0.0525	
58.70	1.137	-0.0525	
58.71	1.127	-0.0525	
58.72	1.132	-0.0529	
58.73	1.142	-0.0529	
58.74	1.132	-0.0529	
58.75	1.137	-0.0525	
58.76	1.137	-0.0525	
58.77	1.122	-0.0529	
58.78	1.137	-0.0525	
58.79	1.137	-0.0525	
58.80	1.122	-0.0529	
58.81	1.137	-0.0529	
58.82	1.137	-0.0529	
58.83	1.122	-0.0525	
58.84	1.132	-0.0529	
58.85	1.137	-0.0529	
58.86	1.122	-0.0525	
58.87	1.137	-0.0529	
58.88	1.132	-0.0529	
58.89	1.122	-0.0529	
58.90	1.142	-0.0529	
58.91	1.127	-0.0529	
58.92	1.132	-0.0529	
58.93	1.137	-0.0529	
58.94	1.132	-0.0525	
58.95	1.137	-0.0529	
58.96	1.137	-0.0529	
58.97	1.132	-0.0529	
58.98	1.137	-0.0529	
58.99	1.137	-0.0525	
59.00	1.127	-0.0525	
59.01	1.137	-0.0525	
59.02	1.137	-0.0525	
59.03	1.127	-0.0529	
59.04	1.137	-0.0529	
59.05	1.137	-0.0529	
59.06	1.122	-0.0525	
59.07	1.137	-0.0525	
59.08	1.132	-0.0529	
59.09	1.122	-0.0529	
59.10	1.137	-0.0525	
59.11	1.137	-0.0529	
59.12	1.127	-0.0529	
59.13	1.137	-0.0529	
59.14	1.137	-0.0529	
59.15	1.132	-0.0529	
59.16	1.142	-0.0525	
59.17	1.132	-0.0525	
59.18	1.137	-0.0525	
59.19	1.137	-0.0525	
59.20	1.127	-0.0529	
59.21	1.132	-0.0525	
59.22	1.137	-0.0529	
59.23	1.122	-0.0529	
59.24	1.137	-0.0525	
59.25	1.137	-0.0525	
