Vernier Format 2
pol9.txt 3/8/2022 17:43:38
Run 1
Time	Potential	Current	
T	P	C	
s	V	A	

1.52	1.401	0.0001	
1.53	1.406	0.0001	
1.54	1.401	0.0001	
1.55	1.391	0.0001	
1.56	1.401	0.0001	
1.57	1.406	0.0001	
1.58	1.396	0.0001	
1.59	1.396	0.0001	
1.60	1.396	0.0001	
1.61	1.406	-0.0002	
1.62	1.396	0.0001	
1.63	1.396	0.0001	
1.64	1.391	-0.0002	
1.65	1.401	0.0001	
1.66	1.406	0.0001	
1.67	1.396	0.0001	
1.68	1.391	0.0001	
1.69	1.401	0.0001	
1.70	1.406	0.0001	
1.71	1.401	0.0001	
1.72	1.391	0.0001	
1.73	1.401	0.0001	
1.74	1.406	0.0001	
1.75	1.401	0.0001	
1.76	1.396	0.0001	
1.77	1.396	0.0001	
1.78	1.396	0.0001	
1.79	1.401	-0.0002	
1.80	1.396	0.0001	
1.81	1.391	0.0001	
1.82	1.406	-0.0002	
1.83	1.401	0.0001	
1.84	1.401	-0.0002	
1.85	1.391	0.0001	
1.86	1.401	0.0001	
1.87	1.401	0.0001	
1.88	1.396	0.0001	
1.89	1.391	0.0001	
1.90	1.396	-0.0002	
1.91	1.401	0.0001	
1.92	1.401	0.0001	
1.93	1.396	0.0001	
1.94	1.391	0.0001	
1.95	1.401	0.0001	
1.96	1.406	0.0001	
1.97	1.396	0.0001	
1.98	1.386	0.0001	
1.99	1.401	-0.0002	
2.00	1.401	0.0001	
2.01	1.396	-0.0002	
2.02	1.391	0.0001	
2.03	1.401	0.0001	
2.04	1.401	0.0001	
2.05	1.396	0.0001	
2.06	1.391	0.0001	
2.07	1.396	-0.0002	
2.08	1.406	-0.0002	
2.09	1.396	0.0001	
2.10	1.396	0.0001	
2.11	1.386	-0.0002	
2.12	1.396	0.0001	
2.13	1.401	0.0001	
2.14	1.401	-0.0002	
2.15	1.396	0.0001	
2.16	1.401	0.0001	
2.17	1.406	0.0001	
2.18	1.401	0.0001	
2.19	1.396	0.0001	
2.20	1.396	0.0001	
2.21	1.401	0.0001	
2.22	1.406	-0.0002	
2.23	1.396	0.0001	
2.24	1.391	-0.0002	
2.25	1.401	0.0001	
2.26	1.406	0.0001	
2.27	1.396	0.0001	
2.28	1.391	0.0001	
2.29	1.401	0.0001	
2.30	1.406	0.0001	
2.31	1.396	-0.0002	
2.32	1.396	0.0001	
2.33	1.396	0.0001	
2.34	1.406	0.0001	
2.35	1.401	0.0001	
2.36	1.396	0.0001	
2.37	1.396	-0.0002	
2.38	1.406	0.0001	
2.39	1.401	0.0001	
2.40	1.396	0.0001	
2.41	1.391	-0.0002	
2.42	1.396	0.0001	
2.43	1.406	-0.0002	
2.44	1.396	0.0001	
2.45	1.391	0.0001	
2.46	1.401	0.0001	
2.47	1.406	0.0001	
2.48	1.396	0.0001	
2.49	1.396	0.0001	
2.50	1.396	0.0001	
2.51	1.401	-0.0002	
2.52	1.401	0.0001	
2.53	1.396	-0.0002	
2.54	1.396	0.0001	
2.55	1.401	0.0001	
2.56	1.406	0.0001	
2.57	1.396	0.0001	
2.58	1.391	0.0001	
2.59	1.401	0.0001	
2.60	1.406	0.0001	
2.61	1.396	0.0001	
2.62	1.391	0.0001	
2.63	1.406	0.0001	
2.64	1.406	0.0001	
2.65	1.401	0.0001	
2.66	1.391	0.0001	
2.67	1.396	0.0001	
2.68	1.406	0.0001	
2.69	1.406	0.0001	
2.70	1.391	0.0001	
2.71	1.396	-0.0002	
2.72	1.406	0.0001	
2.73	1.406	0.0001	
2.74	1.396	-0.0002	
2.75	1.391	0.0001	
2.76	1.401	0.0001	
2.77	1.406	0.0001	
2.78	1.401	0.0001	
2.79	1.391	-0.0002	
2.80	1.401	0.0001	
2.81	1.406	0.0001	
2.82	1.406	0.0001	
2.83	1.391	0.0001	
2.84	1.401	0.0001	
2.85	1.401	0.0004	
2.86	1.401	0.0001	
2.87	1.396	0.0001	
2.88	1.396	0.0001	
2.89	1.401	-0.0002	
2.90	1.401	0.0001	
2.91	1.396	0.0001	
2.92	1.391	0.0001	
2.93	1.401	0.0001	
2.94	1.401	0.0001	
2.95	1.396	0.0001	
2.96	1.391	0.0001	
2.97	1.401	0.0001	
2.98	1.401	0.0001	
2.99	1.401	0.0001	
3.00	1.391	0.0001	
3.01	1.401	0.0001	
3.02	1.406	-0.0002	
3.03	1.401	0.0001	
3.04	1.391	0.0001	
3.05	1.396	-0.0002	
3.06	1.401	0.0001	
3.07	1.401	0.0001	
3.08	1.396	0.0001	
3.09	1.396	-0.0002	
3.10	1.396	0.0001	
3.11	1.406	0.0001	
3.12	1.396	0.0001	
3.13	1.391	0.0001	
3.14	1.401	0.0001	
3.15	1.406	0.0001	
3.16	1.396	0.0001	
3.17	1.391	0.0001	
3.18	1.401	0.0001	
3.19	1.406	0.0001	
3.20	1.396	-0.0002	
3.21	1.391	0.0001	
3.22	1.401	0.0001	
3.23	1.406	0.0001	
3.24	1.401	0.0001	
3.25	1.391	0.0001	
3.26	1.396	0.0001	
3.27	1.396	-0.0002	
3.28	1.401	0.0001	
3.29	1.391	0.0001	
3.30	1.391	-0.0002	
3.31	1.401	0.0001	
3.32	1.401	0.0001	
3.33	1.396	0.0001	
3.34	1.386	0.0001	
3.35	1.401	0.0001	
3.36	1.406	0.0001	
3.37	1.396	0.0001	
3.38	1.391	0.0001	
3.39	1.396	0.0001	
3.40	1.406	0.0001	
3.41	1.396	0.0001	
3.42	1.391	0.0001	
3.43	1.401	0.0001	
3.44	1.406	0.0001	
3.45	1.396	0.0001	
3.46	1.391	0.0001	
3.47	1.401	0.0001	
3.48	1.401	0.0001	
3.49	1.396	0.0001	
3.50	1.391	0.0001	
3.51	1.401	-0.0002	
3.52	1.401	0.0001	
3.53	1.406	-0.0002	
3.54	1.396	0.0001	
3.55	1.396	-0.0002	
3.56	1.401	-0.0002	
3.57	1.401	0.0001	
3.58	1.396	0.0001	
3.59	1.391	-0.0002	
3.60	1.401	0.0001	
3.61	1.406	0.0001	
3.62	1.396	0.0001	
3.63	1.391	0.0001	
3.64	1.406	0.0001	
3.65	1.401	0.0001	
3.66	1.396	0.0001	
3.67	1.391	0.0001	
3.68	1.401	0.0001	
3.69	1.406	0.0001	
3.70	1.396	0.0001	
3.71	1.391	0.0001	
3.72	1.401	0.0001	
3.73	1.406	-0.0002	
3.74	1.396	0.0001	
3.75	1.391	0.0001	
3.76	1.401	0.0001	
3.77	1.406	0.0001	
3.78	1.406	0.0001	
3.79	1.391	0.0001	
3.80	1.396	0.0001	
3.81	1.411	0.0001	
3.82	1.401	0.0001	
3.83	1.391	0.0001	
3.84	1.396	0.0001	
3.85	1.401	0.0001	
3.86	1.406	0.0001	
3.87	1.391	0.0001	
3.88	1.396	-0.0002	
3.89	1.401	0.0001	
3.90	1.406	0.0001	
3.91	1.391	0.0001	
3.92	1.391	-0.0002	
3.93	1.396	0.0001	
3.94	1.406	0.0001	
3.95	1.396	0.0001	
3.96	1.391	0.0001	
3.97	1.401	0.0001	
3.98	1.406	0.0001	
3.99	1.396	-0.0002	
4.00	1.386	0.0001	
4.01	1.396	0.0001	
4.02	1.401	0.0001	
4.03	1.396	0.0001	
4.04	1.391	0.0001	
4.05	1.396	0.0001	
4.06	1.406	0.0001	
4.07	1.396	0.0001	
4.08	1.391	0.0001	
4.09	1.401	0.0001	
4.10	1.406	0.0001	
4.11	1.396	0.0001	
4.12	1.396	0.0001	
4.13	1.401	0.0001	
4.14	1.406	0.0001	
4.15	1.401	0.0001	
4.16	1.396	0.0001	
4.17	1.406	-0.0002	
4.18	1.406	0.0001	
4.19	1.396	0.0001	
4.20	1.391	-0.0002	
4.21	1.396	0.0001	
4.22	1.406	0.0001	
4.23	1.401	0.0001	
4.24	1.396	0.0001	
4.25	1.396	-0.0002	
4.26	1.401	0.0001	
4.27	1.401	0.0001	
4.28	1.391	-0.0002	
4.29	1.391	-0.0002	
4.30	1.401	0.0001	
4.31	1.401	0.0001	
4.32	1.396	0.0001	
4.33	1.396	-0.0002	
4.34	1.406	0.0001	
4.35	1.401	0.0001	
4.36	1.396	-0.0002	
4.37	1.391	0.0001	
4.38	1.401	0.0001	
4.39	1.406	0.0001	
4.40	1.396	0.0001	
4.41	1.391	-0.0002	
4.42	1.396	0.0001	
4.43	1.406	0.0001	
4.44	1.396	0.0001	
4.45	1.391	0.0001	
4.46	1.396	0.0001	
4.47	1.406	0.0001	
4.48	1.396	0.0001	
4.49	1.391	0.0001	
4.50	1.396	0.0001	
4.51	1.401	0.0001	
4.52	1.396	-0.0002	
4.53	1.386	0.0001	
4.54	1.406	0.0001	
4.55	1.411	0.0001	
4.56	1.396	0.0001	
4.57	1.391	-0.0002	
4.58	1.401	0.0001	
4.59	1.406	-0.0002	
4.60	1.396	-0.0002	
4.61	1.391	0.0001	
4.62	1.401	0.0001	
4.63	1.401	0.0001	
4.64	1.401	0.0001	
4.65	1.396	0.0001	
4.66	1.401	0.0001	
4.67	1.406	0.0001	
4.68	1.401	0.0001	
4.69	1.396	0.0001	
4.70	1.396	-0.0002	
4.71	1.406	0.0001	
4.72	1.401	0.0001	
4.73	1.396	0.0001	
4.74	1.396	-0.0002	
4.75	1.401	-0.0002	
4.76	1.401	0.0001	
4.77	1.396	0.0001	
4.78	1.391	-0.0002	
4.79	1.406	0.0001	
4.80	1.401	0.0001	
4.81	1.391	0.0001	
4.82	1.391	-0.0002	
4.83	1.396	0.0001	
4.84	1.401	0.0001	
4.85	1.396	0.0001	
4.86	1.391	0.0001	
4.87	1.401	0.0001	
4.88	1.401	-0.0002	
4.89	1.396	0.0001	
4.90	1.391	0.0001	
4.91	1.396	0.0001	
4.92	1.406	0.0001	
4.93	1.396	0.0001	
4.94	1.391	0.0001	
4.95	1.401	0.0001	
4.96	1.406	0.0001	
4.97	1.396	0.0001	
4.98	1.391	0.0001	
4.99	1.401	0.0001	
5.00	1.406	0.0001	
5.01	1.396	0.0001	
5.02	1.386	0.0001	
5.03	1.401	0.0001	
5.04	1.411	0.0001	
5.05	1.401	0.0001	
5.06	1.391	0.0001	
5.07	1.406	0.0001	
5.08	1.406	0.0001	
5.09	1.396	0.0001	
5.10	1.391	0.0001	
5.11	1.401	0.0001	
5.12	1.406	0.0001	
5.13	1.396	0.0001	
5.14	1.391	0.0001	
5.15	1.401	0.0001	
5.16	1.406	0.0001	
5.17	1.396	0.0001	
5.18	1.386	0.0001	
5.19	1.396	0.0001	
5.20	1.406	0.0001	
5.21	1.396	0.0001	
5.22	1.391	0.0001	
5.23	1.401	0.0001	
5.24	1.406	0.0001	
5.25	1.401	0.0001	
5.26	1.391	0.0001	
5.27	1.406	0.0001	
5.28	1.411	0.0001	
5.29	1.401	0.0001	
5.30	1.391	0.0001	
5.31	1.401	0.0001	
5.32	1.406	0.0001	
5.33	1.401	0.0001	
5.34	1.391	0.0001	
5.35	1.406	0.0001	
5.36	1.406	0.0001	
5.37	1.396	0.0001	
5.38	1.391	0.0001	
5.39	1.401	0.0001	
5.40	1.406	0.0001	
5.41	1.396	0.0001	
5.42	1.396	0.0001	
5.43	1.396	0.0001	
5.44	1.406	0.0001	
5.45	1.401	0.0001	
5.46	1.396	0.0001	
5.47	1.396	0.0001	
5.48	1.406	0.0001	
5.49	1.396	0.0001	
5.50	1.386	0.0001	
5.51	1.396	0.0001	
5.52	1.401	0.0001	
5.53	1.396	0.0001	
5.54	1.391	0.0001	
5.55	1.401	0.0001	
5.56	1.406	0.0001	
5.57	1.401	0.0001	
5.58	1.396	0.0001	
5.59	1.396	-0.0002	
5.60	1.406	0.0001	
5.61	1.401	-0.0002	
5.62	1.396	0.0001	
5.63	1.396	-0.0002	
5.64	1.406	0.0001	
5.65	1.396	0.0001	
5.66	1.391	0.0001	
5.67	1.401	-0.0002	
5.68	1.406	0.0001	
5.69	1.396	0.0001	
5.70	1.391	0.0001	
5.71	1.406	0.0001	
5.72	1.406	0.0001	
5.73	1.396	0.0001	
5.74	1.391	0.0001	
5.75	1.401	0.0001	
5.76	1.406	0.0001	
5.77	1.401	0.0001	
5.78	1.396	0.0001	
5.79	1.401	0.0001	
5.80	1.406	0.0001	
5.81	1.396	0.0001	
5.82	1.391	0.0001	
5.83	1.401	0.0001	
5.84	1.406	0.0001	
5.85	1.406	-0.0002	
5.86	1.391	0.0001	
5.87	1.396	0.0001	
5.88	1.411	0.0001	
5.89	1.396	0.0001	
5.90	1.391	0.0001	
5.91	1.401	0.0001	
5.92	1.406	0.0001	
5.93	1.401	0.0001	
5.94	1.396	-0.0002	
5.95	1.401	0.0001	
5.96	1.406	0.0001	
5.97	1.401	0.0001	
5.98	1.391	0.0001	
5.99	1.401	0.0001	
6.00	1.406	0.0001	
6.01	1.401	-0.0002	
6.02	1.386	0.0001	
6.03	1.396	0.0001	
6.04	1.406	0.0001	
6.05	1.401	0.0001	
6.06	1.391	0.0001	
6.07	1.401	0.0001	
6.08	1.406	0.0001	
6.09	1.396	0.0001	
6.10	1.391	0.0001	
6.11	1.401	0.0001	
6.12	1.406	0.0001	
6.13	1.396	0.0001	
6.14	1.391	0.0001	
6.15	1.396	0.0001	
6.16	1.401	0.0001	
6.17	1.396	0.0001	
6.18	1.386	0.0001	
6.19	1.401	0.0001	
6.20	1.406	0.0001	
6.21	1.396	0.0001	
6.22	1.391	0.0001	
6.23	1.401	0.0001	
6.24	1.401	0.0001	
6.25	1.391	0.0001	
6.26	1.391	0.0001	
6.27	1.406	0.0001	
6.28	1.401	0.0001	
6.29	1.396	0.0001	
6.30	1.391	-0.0002	
6.31	1.401	0.0001	
6.32	1.406	0.0001	
6.33	1.396	0.0001	
6.34	1.396	-0.0002	
6.35	1.401	-0.0002	
6.36	1.401	0.0001	
6.37	1.396	0.0001	
6.38	1.396	-0.0002	
6.39	1.406	0.0001	
6.40	1.401	0.0001	
6.41	1.391	0.0001	
6.42	1.396	0.0001	
6.43	1.406	-0.0002	
6.44	1.396	-0.0002	
6.45	1.391	0.0001	
6.46	1.396	0.0001	
6.47	1.401	0.0001	
6.48	1.396	0.0001	
6.49	1.391	0.0001	
6.50	1.396	0.0001	
6.51	1.406	0.0001	
6.52	1.396	0.0001	
6.53	1.391	0.0001	
6.54	1.406	0.0001	
6.55	1.406	0.0001	
6.56	1.396	0.0001	
6.57	1.391	0.0001	
6.58	1.396	0.0001	
6.59	1.406	0.0001	
6.60	1.396	0.0001	
6.61	1.386	0.0001	
6.62	1.401	0.0001	
6.63	1.406	0.0001	
6.64	1.401	0.0001	
6.65	1.391	0.0001	
6.66	1.406	0.0001	
6.67	1.401	0.0001	
6.68	1.396	-0.0002	
6.69	1.391	0.0001	
6.70	1.406	0.0001	
6.71	1.406	0.0001	
6.72	1.396	0.0001	
6.73	1.386	0.0001	
6.74	1.401	-0.0002	
6.75	1.406	0.0001	
6.76	1.396	0.0001	
6.77	1.391	0.0001	
6.78	1.401	0.0001	
6.79	1.401	0.0001	
6.80	1.391	0.0001	
6.81	1.391	0.0001	
6.82	1.401	0.0001	
6.83	1.406	0.0001	
6.84	1.396	0.0001	
6.85	1.396	-0.0002	
6.86	1.401	-0.0002	
6.87	1.401	0.0001	
6.88	1.396	0.0001	
6.89	1.396	0.0001	
6.90	1.406	-0.0002	
6.91	1.396	0.0001	
6.92	1.396	0.0001	
6.93	1.396	-0.0002	
6.94	1.401	0.0001	
6.95	1.406	0.0001	
6.96	1.391	-0.0002	
6.97	1.396	0.0001	
6.98	1.406	0.0001	
6.99	1.401	0.0001	
7.00	1.391	0.0001	
7.01	1.396	0.0001	
7.02	1.406	0.0001	
7.03	1.396	0.0001	
7.04	1.391	0.0001	
7.05	1.401	0.0001	
7.06	1.406	0.0001	
7.07	1.401	0.0001	
7.08	1.391	0.0001	
7.09	1.401	0.0001	
7.10	1.406	0.0001	
7.11	1.396	0.0001	
7.12	1.386	0.0001	
7.13	1.401	0.0001	
7.14	1.411	0.0001	
7.15	1.396	0.0001	
7.16	1.391	0.0001	
7.17	1.401	0.0001	
7.18	1.406	0.0001	
7.19	1.396	0.0001	
7.20	1.386	0.0001	
7.21	1.401	0.0001	
7.22	1.406	0.0001	
7.23	1.396	0.0001	
7.24	1.391	-0.0002	
7.25	1.401	-0.0002	
7.26	1.406	0.0001	
7.27	1.396	-0.0002	
7.28	1.396	0.0001	
7.29	1.406	0.0001	
7.30	1.401	0.0001	
7.31	1.391	0.0001	
7.32	1.396	0.0001	
7.33	1.406	-0.0002	
7.34	1.401	0.0001	
7.35	1.391	0.0001	
7.36	1.401	0.0001	
7.37	1.406	0.0001	
7.38	1.401	0.0001	
7.39	1.391	0.0001	
7.40	1.401	0.0001	
7.41	1.401	0.0001	
7.42	1.396	0.0001	
7.43	1.391	0.0001	
7.44	1.406	0.0001	
7.45	1.411	0.0001	
7.46	1.396	0.0001	
7.47	1.391	0.0001	
7.48	1.401	0.0001	
7.49	1.406	0.0001	
7.50	1.396	0.0001	
7.51	1.386	0.0001	
7.52	1.401	0.0001	
7.53	1.406	0.0001	
7.54	1.396	0.0001	
7.55	1.391	-0.0002	
7.56	1.401	0.0001	
7.57	1.401	0.0001	
7.58	1.391	0.0001	
7.59	1.396	-0.0002	
7.60	1.401	0.0001	
7.61	1.406	-0.0002	
7.62	1.396	0.0001	
7.63	1.401	0.0001	
7.64	1.406	0.0001	
7.65	1.401	0.0001	
7.66	1.391	0.0001	
7.67	1.396	0.0001	
7.68	1.401	0.0001	
7.69	1.396	0.0001	
7.70	1.391	0.0001	
7.71	1.406	0.0001	
7.72	1.406	0.0001	
7.73	1.396	0.0001	
7.74	1.386	0.0001	
7.75	1.406	0.0001	
7.76	1.406	0.0001	
7.77	1.396	0.0001	
7.78	1.391	0.0001	
7.79	1.401	0.0001	
7.80	1.406	0.0001	
7.81	1.396	0.0001	
7.82	1.396	-0.0002	
7.83	1.401	0.0001	
7.84	1.406	0.0001	
7.85	1.396	-0.0002	
7.86	1.391	-0.0002	
7.87	1.406	-0.0002	
7.88	1.396	0.0001	
7.89	1.391	0.0001	
7.90	1.401	0.0001	
7.91	1.406	0.0001	
7.92	1.396	0.0001	
7.93	1.391	0.0001	
7.94	1.406	0.0001	
7.95	1.406	0.0001	
7.96	1.396	0.0001	
7.97	1.391	0.0001	
7.98	1.396	0.0001	
7.99	1.406	0.0001	
8.00	1.396	0.0001	
8.01	1.386	0.0001	
8.02	1.396	0.0001	
8.03	1.401	0.0001	
8.04	1.396	0.0001	
8.05	1.386	-0.0002	
8.06	1.401	0.0001	
8.07	1.401	0.0001	
8.08	1.396	0.0001	
8.09	1.396	-0.0002	
8.10	1.401	0.0001	
8.11	1.401	0.0001	
8.12	1.391	0.0001	
8.13	1.406	-0.0002	
8.14	1.406	0.0001	
8.15	1.396	0.0001	
8.16	1.391	0.0001	
8.17	1.396	0.0001	
8.18	1.406	0.0001	
8.19	1.396	0.0001	
8.20	1.386	0.0001	
8.21	1.401	0.0001	
8.22	1.406	0.0001	
8.23	1.396	0.0001	
8.24	1.391	0.0001	
8.25	1.401	-0.0002	
8.26	1.396	0.0001	
8.27	1.396	0.0001	
8.28	1.396	-0.0002	
8.29	1.401	0.0001	
8.30	1.396	0.0001	
8.31	1.396	0.0001	
8.32	1.401	0.0001	
8.33	1.406	0.0001	
8.34	1.396	0.0001	
8.35	1.391	0.0001	
8.36	1.401	0.0001	
8.37	1.406	0.0001	
8.38	1.396	0.0001	
8.39	1.391	0.0001	
8.40	1.406	-0.0002	
8.41	1.406	0.0001	
8.42	1.396	0.0001	
8.43	1.386	0.0001	
8.44	1.396	0.0001	
8.45	1.406	-0.0002	
8.46	1.396	0.0001	
8.47	1.391	-0.0002	
8.48	1.401	0.0001	
8.49	1.401	0.0001	
8.50	1.396	0.0001	
8.51	1.391	0.0001	
8.52	1.406	-0.0002	
8.53	1.401	0.0001	
8.54	1.396	-0.0002	
8.55	1.401	0.0001	
8.56	1.406	0.0001	
8.57	1.401	0.0001	
8.58	1.391	0.0001	
8.59	1.401	0.0001	
8.60	1.401	0.0001	
8.61	1.396	-0.0002	
8.62	1.391	0.0001	
8.63	1.396	0.0001	
8.64	1.406	0.0001	
8.65	1.396	0.0001	
8.66	1.391	0.0001	
8.67	1.401	0.0001	
8.68	1.401	0.0001	
8.69	1.396	0.0001	
8.70	1.391	-0.0002	
8.71	1.406	0.0001	
8.72	1.396	0.0001	
8.73	1.391	0.0001	
8.74	1.396	-0.0002	
8.75	1.406	-0.0002	
8.76	1.396	0.0001	
8.77	1.396	0.0001	
8.78	1.401	0.0001	
8.79	1.406	0.0001	
8.80	1.396	0.0001	
8.81	1.391	0.0001	
8.82	1.401	0.0001	
8.83	1.406	0.0001	
8.84	1.396	-0.0002	
8.85	1.391	-0.0002	
8.86	1.401	0.0001	
8.87	1.401	0.0001	
8.88	1.396	0.0001	
8.89	1.391	-0.0002	
8.90	1.406	-0.0002	
8.91	1.396	0.0001	
8.92	1.391	0.0001	
8.93	1.401	-0.0002	
8.94	1.406	0.0001	
8.95	1.406	0.0001	
8.96	1.391	0.0001	
8.97	1.401	0.0001	
8.98	1.406	0.0001	
8.99	1.396	-0.0002	
9.00	1.391	0.0001	
9.01	1.401	0.0001	
9.02	1.401	0.0001	
9.03	1.396	0.0001	
9.04	1.391	0.0001	
9.05	1.401	-0.0002	
9.06	1.401	0.0001	
9.07	1.391	0.0001	
9.08	1.396	0.0001	
9.09	1.406	0.0001	
9.10	1.396	0.0001	
9.11	1.391	0.0001	
9.12	1.401	0.0001	
9.13	1.406	0.0001	
9.14	1.401	0.0001	
9.15	1.386	0.0001	
9.16	1.401	0.0001	
9.17	1.406	0.0001	
9.18	1.396	0.0001	
9.19	1.396	-0.0002	
9.20	1.406	-0.0002	
9.21	1.396	0.0001	
9.22	1.391	0.0001	
9.23	1.401	0.0001	
9.24	1.406	0.0001	
9.25	1.401	0.0001	
9.26	1.391	0.0001	
9.27	1.406	0.0001	
9.28	1.406	0.0001	
9.29	1.396	0.0001	
9.30	1.386	0.0001	
9.31	1.396	0.0001	
9.32	1.401	0.0001	
9.33	1.396	0.0001	
9.34	1.396	0.0001	
9.35	1.406	0.0001	
9.36	1.401	0.0001	
9.37	1.391	0.0001	
9.38	1.406	0.0001	
9.39	1.406	0.0001	
9.40	1.396	0.0001	
9.41	1.391	0.0001	
9.42	1.401	0.0001	
9.43	1.406	0.0001	
9.44	1.396	0.0001	
9.45	1.391	0.0001	
9.46	1.401	0.0001	
9.47	1.401	0.0001	
9.48	1.396	0.0001	
9.49	1.396	0.0001	
9.50	1.406	0.0001	
9.51	1.406	0.0001	
9.52	1.391	0.0001	
9.53	1.406	0.0001	
9.54	1.406	0.0001	
9.55	1.396	0.0001	
9.56	1.386	0.0001	
9.57	1.401	0.0001	
9.58	1.406	0.0001	
9.59	1.396	-0.0002	
9.60	1.396	0.0001	
9.61	1.401	0.0001	
9.62	1.401	0.0001	
9.63	1.391	0.0001	
9.64	1.406	0.0001	
9.65	1.406	-0.0002	
9.66	1.396	0.0001	
9.67	1.391	0.0001	
9.68	1.401	0.0001	
9.69	1.401	0.0001	
9.70	1.396	0.0001	
9.71	1.391	0.0001	
9.72	1.406	0.0001	
9.73	1.401	0.0001	
9.74	1.396	0.0001	
9.75	1.391	-0.0002	
9.76	1.406	-0.0002	
9.77	1.406	0.0001	
9.78	1.386	0.0001	
9.79	1.406	0.0001	
9.80	1.406	0.0001	
9.81	1.401	0.0001	
9.82	1.391	0.0001	
9.83	1.396	0.0001	
9.84	1.406	0.0001	
9.85	1.396	0.0001	
9.86	1.391	-0.0002	
9.87	1.401	0.0001	
9.88	1.406	0.0001	
9.89	1.396	0.0001	
9.90	1.396	0.0001	
9.91	1.406	0.0001	
9.92	1.396	0.0001	
9.93	1.391	0.0001	
9.94	1.401	0.0001	
9.95	1.406	0.0001	
9.96	1.396	-0.0002	
9.97	1.386	0.0001	
9.98	1.401	0.0001	
9.99	1.406	0.0001	
10.00	1.396	0.0001	
10.01	1.391	-0.0002	
10.02	1.401	0.0001	
10.03	1.401	0.0001	
10.04	1.391	0.0001	
10.05	1.396	-0.0002	
10.06	1.401	0.0001	
10.07	1.396	0.0001	
10.08	1.391	0.0001	
10.09	1.401	0.0001	
10.10	1.401	0.0001	
10.11	1.401	-0.0002	
10.12	1.391	0.0001	
10.13	1.401	0.0001	
10.14	1.401	0.0001	
10.15	1.396	0.0001	
10.16	1.396	0.0001	
10.17	1.406	0.0001	
10.18	1.401	0.0001	
10.19	1.391	0.0001	
10.20	1.396	0.0001	
10.21	1.406	0.0001	
10.22	1.401	0.0001	
10.23	1.391	0.0001	
10.24	1.401	0.0001	
10.25	1.406	0.0001	
10.26	1.396	0.0001	
10.27	1.396	-0.0002	
10.28	1.406	0.0001	
10.29	1.401	0.0001	
10.30	1.396	0.0001	
10.31	1.401	0.0001	
10.32	1.406	0.0001	
10.33	1.396	0.0001	
10.34	1.391	0.0001	
10.35	1.406	0.0001	
10.36	1.406	0.0001	
10.37	1.396	0.0001	
10.38	1.391	-0.0002	
10.39	1.401	0.0001	
10.40	1.396	0.0001	
10.41	1.396	0.0001	
10.42	1.401	0.0001	
10.43	1.406	0.0001	
10.44	1.396	0.0001	
10.45	1.391	0.0001	
10.46	1.401	0.0001	
10.47	1.406	0.0001	
10.48	1.396	0.0001	
10.49	1.391	0.0001	
10.50	1.401	0.0001	
10.51	1.401	0.0001	
10.52	1.391	0.0017	
10.53	1.396	0.0001	
10.54	1.406	0.0001	
10.55	1.401	0.0001	
10.56	1.391	0.0001	
10.57	1.396	0.0001	
10.58	1.406	0.0001	
10.59	1.396	-0.0002	
10.60	1.391	0.0001	
10.61	1.401	0.0001	
10.62	1.396	0.0001	
10.63	1.396	0.0001	
10.64	1.401	0.0001	
10.65	1.406	0.0001	
10.66	1.401	0.0001	
10.67	1.391	0.0001	
10.68	1.401	0.0001	
10.69	1.401	0.0001	
10.70	1.391	0.0001	
10.71	1.396	-0.0002	
10.72	1.401	0.0001	
10.73	1.406	0.0001	
10.74	1.391	0.0001	
10.75	1.401	0.0001	
10.76	1.406	0.0001	
10.77	1.396	-0.0002	
10.78	1.391	0.0001	
10.79	1.401	0.0001	
10.80	1.401	0.0001	
10.81	1.396	0.0001	
10.82	1.396	0.0001	
10.83	1.406	0.0001	
10.84	1.401	-0.0002	
10.85	1.391	0.0001	
10.86	1.401	0.0001	
10.87	1.406	0.0001	
10.88	1.396	0.0001	
10.89	1.391	-0.0002	
10.90	1.401	0.0001	
10.91	1.401	0.0001	
10.92	1.391	0.0001	
10.93	1.396	0.0001	
10.94	1.406	0.0001	
10.95	1.396	0.0001	
10.96	1.391	0.0001	
10.97	1.396	0.0001	
10.98	1.406	0.0001	
10.99	1.396	0.0001	
11.00	1.382	-0.0002	
11.01	1.396	0.0001	
11.02	1.401	-0.0002	
11.03	1.391	0.0001	
11.04	1.401	0.0001	
11.05	1.406	0.0001	
11.06	1.396	-0.0002	
11.07	1.391	0.0001	
11.08	1.406	0.0001	
11.09	1.406	0.0001	
11.10	1.396	0.0001	
11.11	1.391	-0.0002	
11.12	1.401	0.0001	
11.13	1.406	0.0001	
11.14	1.396	0.0001	
11.15	1.401	-0.0002	
11.16	1.411	0.0001	
11.17	1.401	-0.0002	
11.18	1.391	0.0001	
11.19	1.396	0.0001	
11.20	1.406	0.0001	
11.21	1.396	-0.0002	
11.22	1.391	0.0001	
11.23	1.401	0.0001	
11.24	1.396	0.0001	
11.25	1.396	0.0001	
11.26	1.396	0.0001	
11.27	1.406	-0.0002	
11.28	1.401	0.0001	
11.29	1.391	0.0001	
11.30	1.401	0.0001	
11.31	1.401	-0.0002	
11.32	1.396	0.0001	
11.33	1.386	0.0001	
11.34	1.396	0.0001	
11.35	1.401	0.0001	
11.36	1.396	0.0001	
11.37	1.396	-0.0002	
