Vernier Format 2
pol28.txt 4/5/2022 17:50:39
Run 1
Time	Potential	Potential	Current	
T	P	P	C	
s	V	V	A	

4916	0.048	0.310	0.1302	
4917	0.038	0.296	0.1299	
4918	0.048	0.315	0.1299	
4919	0.043	0.296	0.1299	
4920	0.048	0.310	0.1299	
4921	0.038	0.305	0.1299	
4922	0.048	0.296	0.1299	
4923	0.048	0.315	0.1299	
4924	0.038	0.310	0.1296	
4925	0.043	0.305	0.1296	
4926	0.038	0.310	0.1296	
4927	0.043	0.296	0.1296	
4928	0.053	0.301	0.1296	
4929	0.048	0.301	0.1296	
4930	0.053	0.310	0.1296	
4931	0.048	0.310	0.1296	
4932	0.048	0.310	0.1296	
4933	0.048	0.301	0.1296	
4934	0.033	0.301	0.1299	
4935	0.038	0.296	0.1296	
4936	0.048	0.301	0.1293	
4937	0.043	0.301	0.1296	
4938	0.048	0.310	0.1296	
4939	0.033	0.301	0.1296	
4940	0.043	0.301	0.1296	
4941	0.048	0.305	0.1296	
4942	0.048	0.310	0.1293	
4943	0.043	0.310	0.1293	
4944	0.038	0.296	0.1293	
4945	0.048	0.296	0.1293	
4946	0.048	0.301	0.1293	
4947	0.038	0.305	0.1293	
4948	0.053	0.310	0.1293	
4949	0.038	0.301	0.1293	
4950	0.053	0.305	0.1293	
4951	0.043	0.296	0.1293	
4952	0.048	0.310	0.1296	
4953	0.043	0.296	0.1293	
4954	0.043	0.305	0.1293	
4955	0.043	0.296	0.1293	
4956	0.048	0.310	0.1293	
4957	0.043	0.296	0.1293	
4958	0.038	0.310	0.1293	
4959	0.053	0.310	0.1293	
4960	0.043	0.296	0.1293	
4961	0.048	0.310	0.1293	
4962	0.048	0.301	0.1293	
4963	0.038	0.310	0.1293	
4964	0.053	0.305	0.1293	
4965	0.043	0.296	0.1293	
4966	0.043	0.305	0.1290	
4967	0.048	0.315	0.1293	
4968	0.053	0.301	0.1293	
4969	0.043	0.301	0.1293	
4970	0.038	0.296	0.1293	
4971	0.043	0.301	0.1290	
4972	0.048	0.305	0.1293	
4973	0.038	0.305	0.1293	
4974	0.038	0.305	0.1290	
4975	0.048	0.305	0.1293	
4976	0.048	0.310	0.1290	
4977	0.048	0.301	0.1293	
4978	0.038	0.296	0.1293	
4979	0.033	0.305	0.1293	
4980	0.048	0.305	0.1293	
4981	0.053	0.301	0.1293	
4982	0.048	0.301	0.1293	
4983	0.043	0.301	0.1290	
4984	0.043	0.296	0.1293	
4985	0.038	0.296	0.1293	
4986	0.048	0.310	0.1290	
4987	0.048	0.305	0.1290	
4988	0.048	0.301	0.1290	
4989	0.043	0.296	0.1290	
4990	0.038	0.291	0.1290	
4991	0.043	0.305	0.1287	
4992	0.048	0.310	0.1290	
4993	0.048	0.310	0.1287	
4994	0.048	0.301	0.1290	
4995	0.043	0.296	0.1287	
4996	0.048	0.310	0.1290	
4997	0.038	0.296	0.1290	
4998	0.038	0.301	0.1290	
4999	0.048	0.310	0.1287	
5000	0.043	0.296	0.1290	
5001	0.033	0.305	0.1290	
5002	0.053	0.305	0.1287	
5003	0.033	0.301	0.1290	
5004	0.048	0.301	0.1290	
5005	0.038	0.301	0.1290	
5006	0.048	0.301	0.1287	
5007	0.048	0.310	0.1287	
5008	0.038	0.301	0.1287	
5009	0.043	0.296	0.1287	
5010	0.048	0.305	0.1283	
5011	0.048	0.301	0.1287	
5012	0.033	0.296	0.1283	
5013	0.043	0.310	0.1280	
5014	0.048	0.301	0.1283	
5015	0.038	0.301	0.1283	
5016	0.058	0.310	0.1283	
5017	0.048	0.301	0.1283	
5018	0.043	0.296	0.1283	
5019	0.038	0.301	0.1283	
5020	0.043	0.305	0.1283	
5021	0.048	0.301	0.1283	
5022	0.043	0.296	0.1280	
5023	0.038	0.301	0.1280	
5024	0.048	0.305	0.1283	
5025	0.033	0.301	0.1283	
5026	0.038	0.291	0.1283	
5027	0.043	0.291	0.1283	
5028	0.048	0.296	0.1280	
5029	0.048	0.305	0.1280	
5030	0.033	0.296	0.1283	
5031	0.043	0.301	0.1280	
5032	0.048	0.301	0.1280	
5033	0.043	0.296	0.1280	
5034	0.053	0.301	0.1280	
5035	0.048	0.305	0.1280	
5036	0.038	0.296	0.1280	
5037	0.048	0.301	0.1280	
5038	0.048	0.301	0.1280	
5039	0.038	0.291	0.1280	
5040	0.048	0.301	0.1280	
5041	0.033	0.301	0.1280	
5042	0.043	0.296	0.1277	
5043	0.048	0.305	0.1280	
5044	0.043	0.286	0.1280	
5045	0.048	0.305	0.1277	
5046	0.038	0.296	0.1277	
5047	0.048	0.301	0.1277	
5048	0.028	0.301	0.1274	
5049	0.053	0.305	0.1277	
5050	0.033	0.301	0.1274	
5051	0.043	0.296	0.1274	
5052	0.048	0.301	0.1274	
5053	0.043	0.291	0.1274	
5054	0.048	0.310	0.1274	
5055	0.043	0.296	0.1271	
5056	0.033	0.296	0.1271	
5057	0.048	0.301	0.1271	
5058	0.043	0.305	0.1268	
5059	0.043	0.296	0.1271	
5060	0.043	0.305	0.1271	
5061	0.043	0.296	0.1271	
5062	0.028	0.301	0.1271	
5063	0.048	0.301	0.1271	
5064	0.033	0.301	0.1268	
5065	0.043	0.296	0.1271	
5066	0.038	0.301	0.1271	
5067	0.043	0.296	0.1271	
5068	0.043	0.301	0.1271	
5069	0.038	0.291	0.1271	
5070	0.048	0.301	0.1268	
5071	0.043	0.281	0.1271	
5072	0.043	0.305	0.1271	
5073	0.033	0.291	0.1271	
5074	0.048	0.301	0.1268	
5075	0.043	0.305	0.1268	
5076	0.043	0.296	0.1268	
5077	0.043	0.301	0.1268	
5078	0.043	0.296	0.1268	
5079	0.033	0.296	0.1268	
5080	0.043	0.310	0.1268	
5081	0.038	0.291	0.1268	
5082	0.043	0.301	0.1268	
5083	0.043	0.291	0.1268	
5084	0.043	0.310	0.1268	
5085	0.038	0.296	0.1268	
5086	0.048	0.301	0.1268	
5087	0.043	0.305	0.1268	
5088	0.043	0.291	0.1268	
5089	0.053	0.296	0.1268	
5090	0.043	0.305	0.1265	
5091	0.038	0.301	0.1265	
5092	0.038	0.296	0.1268	
5093	0.043	0.296	0.1265	
5094	0.048	0.305	0.1265	
5095	0.038	0.291	0.1265	
5096	0.043	0.296	0.1265	
5097	0.053	0.301	0.1265	
5098	0.043	0.305	0.1265	
5099	0.043	0.305	0.1265	
5100	0.048	0.301	0.1265	
5101	0.033	0.296	0.1265	
5102	0.043	0.291	0.1262	
5103	0.048	0.291	0.1265	
5104	0.043	0.296	0.1262	
5105	0.043	0.305	0.1262	
5106	0.043	0.301	0.1262	
5107	0.043	0.305	0.1262	
5108	0.048	0.301	0.1262	
5109	0.043	0.310	0.1259	
5110	0.048	0.301	0.1262	
5111	0.043	0.291	0.1259	
5112	0.043	0.296	0.1262	
5113	0.043	0.296	0.1259	
5114	0.043	0.291	0.1259	
5115	0.043	0.291	0.1259	
5116	0.038	0.291	0.1259	
5117	0.048	0.296	0.1259	
5118	0.048	0.305	0.1259	
5119	0.028	0.301	0.1259	
5120	0.043	0.291	0.1259	
5121	0.043	0.291	0.1259	
5122	0.043	0.296	0.1259	
5123	0.043	0.296	0.1259	
5124	0.043	0.296	0.1259	
5125	0.048	0.301	0.1259	
5126	0.038	0.301	0.1259	
5127	0.033	0.296	0.1259	
5128	0.043	0.291	0.1259	
5129	0.043	0.296	0.1259	
5130	0.043	0.296	0.1259	
5131	0.043	0.291	0.1259	
5132	0.043	0.291	0.1259	
5133	0.043	0.296	0.1259	
5134	0.043	0.296	0.1259	
5135	0.048	0.301	0.1259	
5136	0.048	0.301	0.1259	
5137	0.048	0.301	0.1259	
5138	0.043	0.301	0.1259	
5139	0.043	0.296	0.1255	
5140	0.038	0.291	0.1255	
5141	0.043	0.296	0.1255	
5142	0.048	0.301	0.1255	
5143	0.038	0.291	0.1255	
5144	0.043	0.296	0.1255	
5145	0.048	0.301	0.1255	
5146	0.043	0.291	0.1255	
5147	0.048	0.296	0.1255	
5148	0.038	0.301	0.1252	
5149	0.043	0.291	0.1255	
5150	0.048	0.301	0.1255	
5151	0.048	0.301	0.1255	
5152	0.038	0.286	0.1255	
5153	0.048	0.301	0.1255	
5154	0.043	0.301	0.1255	
5155	0.043	0.286	0.1252	
5156	0.048	0.301	0.1252	
5157	0.028	0.301	0.1249	
5158	0.038	0.296	0.1252	
5159	0.048	0.305	0.1252	
5160	0.033	0.291	0.1252	
5161	0.048	0.296	0.1249	
5162	0.033	0.296	0.1252	
5163	0.048	0.296	0.1249	
5164	0.033	0.301	0.1249	
5165	0.043	0.291	0.1249	
5166	0.048	0.305	0.1249	
5167	0.038	0.286	0.1249	
5168	0.043	0.301	0.1249	
5169	0.048	0.301	0.1249	
5170	0.043	0.291	0.1249	
5171	0.038	0.286	0.1249	
5172	0.048	0.301	0.1249	
5173	0.048	0.296	0.1249	
5174	0.028	0.301	0.1249	
5175	0.043	0.301	0.1246	
5176	0.043	0.296	0.1249	
5177	0.043	0.286	0.1249	
5178	0.038	0.301	0.1246	
5179	0.048	0.301	0.1246	
5180	0.043	0.286	0.1249	
5181	0.043	0.301	0.1246	
5182	0.048	0.296	0.1246	
5183	0.038	0.286	0.1246	
5184	0.043	0.301	0.1246	
5185	0.048	0.296	0.1246	
5186	0.048	0.296	0.1246	
5187	0.043	0.286	0.1246	
5188	0.033	0.291	0.1246	
5189	0.048	0.305	0.1246	
5190	0.048	0.296	0.1246	
5191	0.043	0.286	0.1246	
5192	0.038	0.286	0.1246	
5193	0.038	0.296	0.1243	
5194	0.048	0.301	0.1246	
5195	0.048	0.296	0.1243	
5196	0.038	0.286	0.1243	
5197	0.038	0.296	0.1243	
5198	0.043	0.301	0.1243	
5199	0.038	0.286	0.1246	
5200	0.043	0.301	0.1243	
5201	0.048	0.296	0.1246	
5202	0.043	0.291	0.1243	
5203	0.038	0.286	0.1243	
5204	0.038	0.301	0.1243	
5205	0.048	0.301	0.1243	
5206	0.038	0.286	0.1243	
5207	0.043	0.301	0.1243	
5208	0.043	0.286	0.1243	
5209	0.043	0.296	0.1240	
5210	0.048	0.296	0.1243	
5211	0.038	0.296	0.1243	
5212	0.043	0.305	0.1243	
5213	0.043	0.286	0.1240	
5214	0.033	0.301	0.1240	
5215	0.048	0.301	0.1240	
5216	0.043	0.286	0.1240	
5217	0.043	0.286	0.1240	
5218	0.038	0.296	0.1240	
5219	0.043	0.296	0.1240	
5220	0.043	0.286	0.1240	
5221	0.043	0.296	0.1240	
5222	0.043	0.296	0.1240	
5223	0.038	0.286	0.1240	
5224	0.048	0.301	0.1240	
5225	0.043	0.286	0.1240	
5226	0.048	0.301	0.1240	
5227	0.043	0.291	0.1240	
5228	0.033	0.301	0.1240	
5229	0.043	0.301	0.1237	
5230	0.043	0.291	0.1237	
5231	0.028	0.291	0.1237	
5232	0.043	0.296	0.1237	
5233	0.043	0.291	0.1234	
5234	0.033	0.286	0.1234	
5235	0.043	0.301	0.1234	
5236	0.043	0.296	0.1237	
5237	0.038	0.286	0.1234	
5238	0.043	0.296	0.1234	
5239	0.043	0.296	0.1237	
5240	0.038	0.286	0.1234	
5241	0.048	0.296	0.1234	
5242	0.043	0.296	0.1234	
5243	0.048	0.301	0.1234	
5244	0.043	0.296	0.1234	
5245	0.043	0.286	0.1234	
5246	0.038	0.286	0.1234	
5247	0.038	0.286	0.1234	
5248	0.033	0.296	0.1234	
5249	0.043	0.296	0.1234	
5250	0.043	0.296	0.1234	
5251	0.043	0.296	0.1234	
5252	0.043	0.286	0.1234	
5253	0.043	0.286	0.1234	
5254	0.043	0.286	0.1231	
5255	0.038	0.281	0.1231	
5256	0.038	0.286	0.1231	
5257	0.038	0.286	0.1231	
5258	0.048	0.296	0.1231	
5259	0.048	0.296	0.1234	
5260	0.043	0.296	0.1231	
5261	0.043	0.286	0.1231	
5262	0.038	0.286	0.1231	
5263	0.038	0.281	0.1231	
5264	0.038	0.281	0.1231	
5265	0.033	0.296	0.1231	
5266	0.038	0.286	0.1231	
5267	0.038	0.286	0.1231	
5268	0.043	0.286	0.1231	
5269	0.048	0.296	0.1227	
5270	0.048	0.296	0.1231	
5271	0.048	0.296	0.1231	
5272	0.048	0.301	0.1227	
5273	0.048	0.296	0.1227	
5274	0.048	0.301	0.1227	
5275	0.043	0.301	0.1227	
5276	0.043	0.301	0.1224	
5277	0.033	0.296	0.1224	
5278	0.033	0.291	0.1224	
5279	0.043	0.286	0.1224	
5280	0.043	0.296	0.1224	
5281	0.048	0.296	0.1224	
5282	0.033	0.286	0.1224	
5283	0.048	0.291	0.1224	
5284	0.048	0.301	0.1224	
5285	0.033	0.296	0.1224	
5286	0.043	0.291	0.1224	
5287	0.048	0.296	0.1224	
5288	0.033	0.296	0.1221	
5289	0.043	0.286	0.1224	
5290	0.048	0.296	0.1221	
5291	0.043	0.296	0.1221	
5292	0.038	0.281	0.1221	
5293	0.048	0.296	0.1224	
5294	0.043	0.296	0.1221	
5295	0.043	0.286	0.1221	
5296	0.048	0.296	0.1221	
5297	0.043	0.286	0.1221	
5298	0.048	0.296	0.1221	
5299	0.048	0.296	0.1221	
5300	0.038	0.281	0.1221	
5301	0.048	0.296	0.1221	
5302	0.043	0.301	0.1221	
5303	0.038	0.286	0.1221	
5304	0.048	0.296	0.1221	
5305	0.048	0.296	0.1221	
5306	0.028	0.296	0.1221	
5307	0.043	0.286	0.1221	
5308	0.048	0.296	0.1218	
5309	0.043	0.296	0.1218	
5310	0.033	0.281	0.1218	
5311	0.048	0.296	0.1218	
5312	0.048	0.296	0.1218	
5313	0.038	0.296	0.1218	
5314	0.038	0.286	0.1218	
5315	0.048	0.296	0.1218	
5316	0.043	0.296	0.1218	
5317	0.038	0.281	0.1218	
5318	0.043	0.291	0.1218	
5319	0.043	0.296	0.1218	
5320	0.038	0.281	0.1218	
5321	0.043	0.291	0.1218	
5322	0.048	0.301	0.1218	
5323	0.038	0.281	0.1218	
5324	0.043	0.296	0.1218	
5325	0.043	0.301	0.1218	
5326	0.033	0.286	0.1218	
5327	0.043	0.296	0.1218	
5328	0.048	0.301	0.1215	
5329	0.028	0.286	0.1218	
5330	0.038	0.281	0.1218	
5331	0.043	0.286	0.1215	
5332	0.048	0.296	0.1215	
5333	0.048	0.291	0.1215	
5334	0.053	0.296	0.1218	
5335	0.048	0.296	0.1218	
5336	0.033	0.296	0.1215	
5337	0.038	0.281	0.1215	
5338	0.043	0.286	0.1215	
5339	0.048	0.291	0.1215	
5340	0.043	0.296	0.1215	
5341	0.033	0.291	0.1215	
5342	0.043	0.286	0.1215	
5343	0.048	0.296	0.1215	
5344	0.048	0.296	0.1212	
5345	0.043	0.296	0.1215	
5346	0.909	0.296	-0.0003	
5347	0.952	0.281	0.0000	
5348	0.987	0.625	0.0000	
5349	1.016	0.674	0.0000	
5350	1.031	0.698	0.0000	
5351	1.031	0.708	0.0000	
5352	1.065	0.733	-0.0003	
5353	1.055	0.752	-0.0003	
5354	1.075	0.757	-0.0003	
5355	1.075	0.782	-0.0003	
5356	1.094	0.787	0.0000	
5357	1.085	0.792	0.0000	
5358	1.104	0.811	0.0000	
5359	1.109	0.821	0.0000	
5360	1.119	0.826	0.0000	
5361	1.119	0.831	0.0000	
5362	1.109	0.831	0.0000	
5363	1.129	0.846	0.0000	
5364	1.124	0.846	0.0000	
5365	1.124	0.846	0.0000	
5366	1.129	0.865	-0.0003	
5367	1.143	0.870	0.0000	
5368	1.143	0.870	0.0000	
5369	1.148	0.870	-0.0003	
5370	1.138	0.880	0.0000	
5371	1.153	0.890	0.0000	
5372	1.163	0.890	0.0000	
5373	1.163	0.900	0.0000	
5374	1.163	0.905	-0.0003	
5375	1.168	0.905	0.0000	
5376	1.172	0.909	0.0000	
5377	1.172	0.909	0.0000	
5378	1.172	0.924	0.0000	
5379	1.172	0.924	-0.0003	
5380	1.172	0.914	-0.0003	
5381	1.182	0.929	0.0000	
5382	1.182	0.934	0.0000	
5383	1.172	0.939	0.0000	
5384	1.187	0.929	0.0000	
5385	1.192	0.944	0.0000	
5386	1.187	0.948	0.0000	
5387	1.197	0.948	0.0000	
5388	1.187	0.944	0.0000	
5389	1.197	0.963	0.0000	
5390	1.187	0.963	0.0000	
5391	1.197	0.954	-0.0003	
5392	1.207	0.968	0.0000	
5393	1.192	0.968	-0.0003	
5394	1.202	0.968	0.0000	
5395	1.207	0.983	0.0000	
5396	1.202	0.968	-0.0003	
5397	1.216	0.983	0.0000	
5398	1.202	0.988	-0.0003	
5399	1.216	0.988	0.0000	
5400	1.212	0.993	0.0000	
5401	1.221	0.998	-0.0003	
5402	1.216	1.003	-0.0003	
5403	1.216	0.988	0.0000	
5404	1.226	1.008	0.0000	
5405	1.216	0.998	0.0000	
5406	1.231	1.017	0.0000	
5407	1.221	1.017	-0.0003	
5408	1.226	1.013	-0.0003	
5409	1.226	1.022	-0.0003	
5410	1.231	1.013	0.0000	
5411	1.236	1.032	0.0000	
5412	1.231	1.022	0.0000	
5413	1.236	1.032	0.0000	
5414	1.236	1.027	0.0000	
5415	1.236	1.042	0.0000	
5416	1.226	1.037	0.0000	
5417	1.241	1.042	0.0000	
5418	1.241	1.052	-0.0003	
5419	1.236	1.047	-0.0003	
5420	1.231	1.057	0.0000	
5421	1.231	1.057	0.0000	
5422	1.241	1.047	0.0000	
5423	1.251	1.062	0.0000	
5424	1.251	1.067	0.0000	
5425	1.236	1.062	0.0000	
5426	1.261	1.076	-0.0003	
5427	1.251	1.067	0.0000	
5428	1.241	1.071	0.0000	
5429	1.266	1.081	0.0000	
5430	1.241	1.071	-0.0003	
5431	1.266	1.081	0.0000	
5432	1.266	1.091	0.0000	
5433	1.246	1.081	0.0000	
5434	1.275	1.086	0.0000	
5435	1.261	1.081	-0.0003	
5436	1.270	1.101	0.0000	
