Vernier Format 2
pol28.txt 4/5/2022 17:50:39
Run 1
Time	Potential	Potential	Current	
T	P	P	C	
s	V	V	A	

753	0.483	0.502	0.1903	
754	0.483	0.497	0.1903	
755	0.478	0.492	0.1900	
756	0.468	0.497	0.1903	
757	0.478	0.497	0.1897	
758	0.478	0.497	0.1897	
759	0.478	0.502	0.1897	
760	0.478	0.497	0.1897	
761	0.478	0.502	0.1897	
762	0.483	0.507	0.1897	
763	0.478	0.507	0.1894	
764	0.478	0.497	0.1894	
765	0.468	0.497	0.1894	
766	0.473	0.497	0.1894	
767	0.473	0.497	0.1891	
768	0.478	0.497	0.1891	
769	0.478	0.502	0.1891	
770	0.478	0.497	0.1891	
771	0.483	0.502	0.1891	
772	0.483	0.497	0.1888	
773	0.468	0.497	0.1888	
774	0.478	0.492	0.1891	
775	0.478	0.497	0.1888	
776	0.468	0.482	0.1888	
777	0.468	0.482	0.1885	
778	0.478	0.492	0.1885	
779	0.473	0.492	0.1888	
780	0.478	0.492	0.1882	
781	0.478	0.497	0.1882	
782	0.478	0.492	0.1882	
783	0.483	0.497	0.1882	
784	0.478	0.497	0.1879	
785	0.464	0.497	0.1882	
786	0.468	0.482	0.1879	
787	0.478	0.482	0.1879	
788	0.478	0.497	0.1879	
789	0.478	0.492	0.1879	
790	0.468	0.492	0.1879	
791	0.478	0.497	0.1875	
792	0.478	0.492	0.1875	
793	0.468	0.482	0.1872	
794	0.478	0.492	0.1875	
795	0.473	0.497	0.1872	
796	0.473	0.492	0.1872	
797	0.478	0.497	0.1869	
798	0.468	0.482	0.1872	
799	0.478	0.497	0.1869	
800	0.473	0.487	0.1869	
801	0.478	0.492	0.1869	
802	0.478	0.492	0.1869	
803	0.473	0.492	0.1866	
804	0.473	0.487	0.1869	
805	0.478	0.492	0.1866	
806	0.478	0.492	0.1866	
807	0.473	0.497	0.1866	
808	0.459	0.497	0.1863	
809	0.468	0.482	0.1866	
810	0.468	0.477	0.1863	
811	0.468	0.482	0.1860	
812	0.468	0.482	0.1863	
813	0.459	0.492	0.1863	
814	0.459	0.487	0.1863	
815	0.464	0.477	0.1860	
816	0.468	0.482	0.1857	
817	0.468	0.482	0.1857	
818	0.459	0.477	0.1857	
819	0.473	0.482	0.1857	
820	0.468	0.502	0.1857	
821	0.454	0.492	0.1854	
822	0.464	0.477	0.1854	
823	0.464	0.482	0.1854	
824	0.468	0.477	0.1854	
825	0.468	0.492	0.1854	
826	0.459	0.492	0.1847	
827	0.468	0.497	0.1854	
828	0.473	0.497	0.1851	
829	0.459	0.487	0.1851	
830	0.454	0.492	0.1851	
831	0.464	0.492	0.1847	
832	0.468	0.492	0.1847	
833	0.468	0.497	0.1847	
834	0.473	0.497	0.1847	
835	0.468	0.492	0.1844	
836	0.473	0.492	0.1844	
837	0.468	0.497	0.1844	
838	0.459	0.492	0.1841	
839	0.459	0.492	0.1841	
840	0.459	0.492	0.1841	
841	0.454	0.482	0.1844	
842	0.464	0.477	0.1841	
843	0.468	0.487	0.1841	
844	0.468	0.497	0.1838	
845	0.454	0.492	0.1838	
846	0.468	0.482	0.1838	
847	0.464	0.497	0.1838	
848	0.454	0.472	0.1838	
849	0.468	0.492	0.1835	
850	0.459	0.492	0.1835	
851	0.454	0.477	0.1835	
852	0.459	0.487	0.1832	
853	0.468	0.492	0.1832	
854	0.454	0.487	0.1832	
855	0.459	0.482	0.1832	
856	0.464	0.492	0.1832	
857	0.454	0.492	0.1832	
858	0.459	0.477	0.1829	
859	0.464	0.492	0.1829	
860	0.454	0.487	0.1829	
861	0.468	0.487	0.1829	
862	0.468	0.492	0.1829	
863	0.464	0.497	0.1826	
864	0.454	0.477	0.1826	
865	0.464	0.497	0.1826	
866	0.459	0.477	0.1822	
867	0.459	0.492	0.1822	
868	0.459	0.482	0.1822	
869	0.444	0.482	0.1819	
870	0.464	0.487	0.1822	
871	0.449	0.492	0.1819	
872	0.459	0.492	0.1819	
873	0.464	0.482	0.1819	
874	0.454	0.487	0.1819	
875	0.459	0.492	0.1819	
876	0.449	0.472	0.1816	
877	0.459	0.492	0.1816	
878	0.464	0.497	0.1816	
879	0.459	0.492	0.1816	
880	0.454	0.492	0.1816	
881	0.454	0.472	0.1816	
882	0.459	0.477	0.1816	
883	0.464	0.487	0.1813	
884	0.459	0.492	0.1813	
885	0.459	0.492	0.1813	
886	0.459	0.492	0.1813	
887	0.444	0.482	0.1807	
888	0.459	0.477	0.1810	
889	0.459	0.492	0.1810	
890	0.454	0.472	0.1807	
891	0.459	0.492	0.1810	
892	0.454	0.477	0.1807	
893	0.454	0.472	0.1807	
894	0.444	0.477	0.1807	
895	0.449	0.472	0.1807	
896	0.444	0.477	0.1807	
897	0.444	0.487	0.1807	
898	0.444	0.487	0.1807	
899	0.444	0.482	0.1807	
900	0.454	0.492	0.1807	
901	0.459	0.482	0.1807	
902	0.454	0.482	0.1807	
903	0.454	0.472	0.1807	
904	0.454	0.487	0.1804	
905	0.459	0.482	0.1804	
906	0.459	0.482	0.1804	
907	0.459	0.477	0.1804	
908	0.459	0.477	0.1804	
909	0.454	0.472	0.1801	
910	0.459	0.482	0.1804	
911	0.459	0.482	0.1801	
912	0.459	0.482	0.1801	
913	0.459	0.477	0.1797	
914	0.454	0.472	0.1797	
915	0.459	0.482	0.1797	
916	0.459	0.482	0.1794	
917	0.459	0.482	0.1794	
918	0.454	0.487	0.1794	
919	0.459	0.482	0.1794	
920	0.454	0.482	0.1797	
921	0.459	0.482	0.1794	
922	0.439	0.487	0.1794	
923	0.444	0.482	0.1791	
924	0.439	0.482	0.1791	
925	0.444	0.472	0.1791	
926	0.454	0.477	0.1791	
927	0.459	0.482	0.1791	
928	0.459	0.487	0.1791	
929	0.454	0.492	0.1788	
930	0.454	0.477	0.1791	
931	0.439	0.477	0.1791	
932	0.454	0.477	0.1788	
933	0.459	0.482	0.1788	
934	0.454	0.477	0.1788	
935	0.454	0.477	0.1785	
936	0.454	0.492	0.1785	
937	0.444	0.472	0.1785	
938	0.459	0.482	0.1782	
939	0.439	0.482	0.1782	
940	0.449	0.472	0.1782	
941	0.454	0.487	0.1782	
942	0.439	0.477	0.1782	
943	0.444	0.477	0.1779	
944	0.449	0.482	0.1779	
945	0.444	0.468	0.1782	
946	0.454	0.477	0.1779	
947	0.444	0.487	0.1779	
948	0.444	0.468	0.1776	
949	0.454	0.482	0.1779	
950	0.439	0.472	0.1779	
951	0.444	0.487	0.1776	
952	0.444	0.472	0.1772	
953	0.449	0.477	0.1779	
954	0.444	0.477	0.1772	
955	0.449	0.482	0.1772	
956	0.444	0.472	0.1772	
957	0.444	0.468	0.1772	
958	0.434	0.482	0.1772	
959	0.444	0.482	0.1769	
960	0.454	0.477	0.1772	
961	0.444	0.472	0.1769	
962	0.439	0.468	0.1769	
963	0.444	0.472	0.1769	
964	0.439	0.468	0.1769	
965	0.449	0.477	0.1766	
966	0.449	0.477	0.1769	
967	0.454	0.477	0.1766	
968	0.444	0.482	0.1766	
969	0.439	0.472	0.1766	
970	0.449	0.477	0.1766	
971	0.449	0.482	0.1766	
972	0.439	0.468	0.1766	
973	0.444	0.477	0.1763	
974	0.454	0.477	0.1766	
975	0.444	0.472	0.1763	
976	0.439	0.477	0.1763	
977	0.454	0.477	0.1763	
978	0.444	0.472	0.1763	
979	0.439	0.463	0.1760	
980	0.434	0.468	0.1760	
981	0.444	0.477	0.1757	
982	0.444	0.477	0.1757	
983	0.444	0.482	0.1757	
984	0.454	0.477	0.1757	
985	0.444	0.472	0.1757	
986	0.444	0.472	0.1757	
987	0.449	0.477	0.1757	
988	0.444	0.482	0.1757	
989	0.444	0.482	0.1757	
990	0.444	0.477	0.1757	
991	0.444	0.482	0.1754	
992	0.444	0.482	0.1754	
993	0.444	0.482	0.1754	
994	0.439	0.477	0.1751	
995	0.439	0.468	0.1751	
996	0.439	0.472	0.1751	
997	0.444	0.472	0.1751	
998	0.434	0.482	0.1748	
999	0.444	0.477	0.1748	
1000	0.444	0.477	0.1748	
1001	0.429	0.468	0.1748	
1002	0.444	0.472	0.1748	
1003	0.434	0.477	0.1744	
1004	0.444	0.472	0.1744	
1005	0.434	0.477	0.1744	
1006	0.439	0.472	0.1744	
1007	0.439	0.482	0.1744	
1008	0.429	0.477	0.1744	
1009	0.439	0.468	0.1741	
1010	0.444	0.477	0.1744	
1011	0.434	0.468	0.1744	
1012	0.444	0.472	0.1741	
1013	0.429	0.472	0.1741	
1014	0.444	0.477	0.1741	
1015	0.429	0.463	0.1741	
1016	0.444	0.477	0.1741	
1017	0.444	0.477	0.1741	
1018	0.434	0.468	0.1738	
1019	0.439	0.472	0.1738	
1020	0.439	0.472	0.1738	
1021	0.434	0.468	0.1738	
1022	0.429	0.472	0.1738	
1023	0.439	0.477	0.1735	
1024	0.439	0.472	0.1732	
1025	0.429	0.468	0.1735	
1026	0.439	0.477	0.1735	
1027	0.439	0.472	0.1732	
1028	0.429	0.463	0.1732	
1029	0.439	0.477	0.1732	
1030	0.439	0.477	0.1732	
1031	0.439	0.468	0.1729	
1032	0.434	0.468	0.1729	
1033	0.429	0.463	0.1732	
1034	0.439	0.472	0.1729	
1035	0.439	0.472	0.1729	
1036	0.434	0.472	0.1729	
1037	0.439	0.477	0.1729	
1038	0.439	0.472	0.1729	
1039	0.439	0.472	0.1726	
1040	0.439	0.472	0.1729	
1041	0.444	0.477	0.1726	
1042	0.439	0.477	0.1726	
1043	0.439	0.482	0.1723	
1044	0.439	0.477	0.1723	
1045	0.434	0.477	0.1723	
1046	0.439	0.472	0.1723	
1047	0.424	0.472	0.1723	
1048	0.429	0.472	0.1720	
1049	0.429	0.472	0.1720	
1050	0.429	0.472	0.1720	
1051	0.429	0.472	0.1720	
1052	0.439	0.472	0.1720	
1053	0.434	0.477	0.1720	
1054	0.434	0.472	0.1720	
1055	0.439	0.477	0.1720	
1056	0.439	0.472	0.1720	
1057	0.424	0.472	0.1716	
1058	0.424	0.468	0.1720	
1059	0.434	0.463	0.1716	
1060	0.429	0.463	0.1716	
1061	0.439	0.472	0.1716	
1062	0.434	0.472	0.1713	
1063	0.429	0.472	0.1716	
1064	0.424	0.457	0.1716	
1065	0.439	0.472	0.1713	
1066	0.434	0.472	0.1716	
1067	0.419	0.472	0.1713	
1068	0.439	0.472	0.1710	
1069	0.424	0.468	0.1713	
1070	0.439	0.468	0.1713	
1071	0.429	0.468	0.1710	
1072	0.429	0.472	0.1710	
1073	0.419	0.463	0.1713	
1074	0.429	0.468	0.1707	
1075	0.434	0.472	0.1710	
1076	0.424	0.472	0.1707	
1077	0.434	0.468	0.1710	
1078	0.434	0.477	0.1707	
1079	0.424	0.457	0.1707	
1080	0.434	0.472	0.1707	
1081	0.429	0.457	0.1707	
1082	0.434	0.477	0.1707	
1083	0.429	0.468	0.1707	
1084	0.419	0.457	0.1707	
1085	0.434	0.472	0.1704	
1086	0.434	0.477	0.1707	
1087	0.434	0.472	0.1704	
1088	0.434	0.468	0.1704	
1089	0.434	0.468	0.1704	
1090	0.434	0.472	0.1701	
1091	0.429	0.477	0.1704	
1092	0.434	0.472	0.1698	
1093	0.419	0.472	0.1704	
1094	0.424	0.457	0.1701	
1095	0.434	0.472	0.1701	
1096	0.419	0.472	0.1698	
1097	0.434	0.468	0.1698	
1098	0.424	0.472	0.1698	
1099	0.429	0.468	0.1698	
1100	0.429	0.472	0.1698	
1101	0.429	0.463	0.1698	
1102	0.419	0.472	0.1698	
1103	0.434	0.468	0.1695	
1104	0.419	0.457	0.1695	
1105	0.429	0.472	0.1695	
1106	0.434	0.472	0.1695	
1107	0.429	0.472	0.1695	
1108	0.434	0.472	0.1695	
1109	0.429	0.463	0.1692	
1110	0.419	0.457	0.1692	
1111	0.419	0.457	0.1692	
1112	0.414	0.457	0.1692	
1113	0.424	0.472	0.1692	
1114	0.434	0.472	0.1692	
1115	0.424	0.472	0.1688	
1116	0.424	0.472	0.1688	
1117	0.424	0.472	0.1688	
1118	0.429	0.472	0.1688	
1119	0.424	0.472	0.1688	
1120	0.414	0.463	0.1688	
1121	0.414	0.453	0.1688	
1122	0.414	0.453	0.1688	
1123	0.414	0.453	0.1688	
1124	0.419	0.457	0.1688	
1125	0.419	0.463	0.1688	
1126	0.434	0.468	0.1688	
1127	0.424	0.468	0.1685	
1128	0.419	0.468	0.1682	
1129	0.414	0.468	0.1685	
1130	0.434	0.468	0.1682	
1131	0.414	0.468	0.1682	
1132	0.424	0.463	0.1682	
1133	0.424	0.468	0.1682	
1134	0.429	0.463	0.1682	
1135	0.414	0.468	0.1682	
1136	0.429	0.463	0.1679	
1137	0.419	0.472	0.1679	
1138	0.429	0.468	0.1679	
1139	0.414	0.453	0.1679	
1140	0.424	0.468	0.1679	
1141	0.429	0.468	0.1679	
1142	0.414	0.453	0.1676	
1143	0.419	0.463	0.1673	
1144	0.429	0.468	0.1679	
1145	0.424	0.453	0.1676	
1146	0.414	0.463	0.1676	
1147	0.419	0.468	0.1676	
1148	0.419	0.468	0.1673	
1149	0.429	0.468	0.1676	
1150	0.424	0.472	0.1673	
1151	0.424	0.468	0.1676	
1152	0.424	0.468	0.1676	
1153	0.419	0.468	0.1673	
1154	0.414	0.468	0.1673	
1155	0.419	0.468	0.1670	
1156	0.414	0.453	0.1673	
1157	0.419	0.457	0.1673	
1158	0.429	0.468	0.1670	
1159	0.414	0.463	0.1670	
1160	0.424	0.468	0.1670	
1161	0.419	0.453	0.1670	
1162	0.424	0.472	0.1670	
1163	0.414	0.457	0.1670	
1164	0.424	0.472	0.1667	
1165	0.414	0.453	0.1667	
1166	0.424	0.472	0.1667	
1167	0.419	0.457	0.1667	
1168	0.410	0.468	0.1667	
1169	0.429	0.468	0.1667	
1170	0.414	0.457	0.1667	
1171	0.419	0.468	0.1664	
1172	0.424	0.468	0.1664	
1173	0.414	0.457	0.1664	
1174	0.410	0.463	0.1664	
1175	0.410	0.453	0.1664	
1176	0.405	0.463	0.1664	
1177	0.405	0.468	0.1660	
1178	0.405	0.463	0.1664	
1179	0.410	0.468	0.1660	
1180	0.419	0.468	0.1660	
1181	0.419	0.472	0.1657	
1182	0.419	0.463	0.1660	
1183	0.419	0.463	0.1660	
1184	0.419	0.463	0.1660	
1185	0.419	0.468	0.1657	
1186	0.419	0.468	0.1657	
1187	0.410	0.457	0.1660	
1188	0.419	0.453	0.1657	
1189	0.419	0.468	0.1657	
1190	0.405	0.453	0.1657	
1191	0.419	0.457	0.1657	
1192	0.419	0.468	0.1657	
1193	0.414	0.453	0.1654	
1194	0.414	0.468	0.1654	
1195	0.414	0.457	0.1657	
1196	0.414	0.463	0.1654	
1197	0.419	0.463	0.1654	
1198	0.419	0.457	0.1654	
1199	0.414	0.453	0.1654	
1200	0.414	0.468	0.1654	
1201	0.414	0.453	0.1654	
1202	0.414	0.468	0.1654	
1203	0.410	0.457	0.1654	
1204	0.419	0.468	0.1651	
1205	0.414	0.457	0.1651	
1206	0.400	0.468	0.1651	
1207	0.419	0.457	0.1651	
1208	0.414	0.453	0.1648	
1209	0.405	0.468	0.1648	
1210	0.414	0.468	0.1648	
1211	0.414	0.457	0.1648	
1212	0.405	0.453	0.1648	
1213	0.414	0.463	0.1648	
1214	0.419	0.463	0.1648	
1215	0.419	0.463	0.1645	
1216	0.414	0.457	0.1645	
1217	0.410	0.453	0.1645	
1218	0.405	0.463	0.1645	
1219	0.414	0.463	0.1645	
1220	0.414	0.457	0.1645	
1221	0.414	0.453	0.1645	
1222	0.414	0.453	0.1645	
1223	0.414	0.457	0.1645	
1224	0.410	0.453	0.1645	
1225	0.414	0.453	0.1642	
1226	0.414	0.457	0.1642	
1227	0.419	0.457	0.1642	
1228	0.419	0.457	0.1642	
1229	0.419	0.463	0.1642	
1230	0.414	0.463	0.1642	
1231	0.400	0.453	0.1642	
1232	0.410	0.453	0.1642	
1233	0.414	0.457	0.1639	
1234	0.419	0.468	0.1639	
1235	0.414	0.468	0.1639	
1236	0.405	0.457	0.1639	
1237	0.410	0.453	0.1639	
1238	0.414	0.457	0.1636	
1239	0.405	0.463	0.1639	
1240	0.405	0.453	0.1639	
1241	0.414	0.457	0.1636	
1242	0.400	0.463	0.1636	
1243	0.414	0.457	0.1636	
1244	0.400	0.457	0.1636	
1245	0.414	0.463	0.1636	
1246	0.410	0.453	0.1632	
1247	0.414	0.457	0.1636	
1248	0.414	0.463	0.1632	
1249	0.414	0.453	0.1636	
1250	0.414	0.453	0.1632	
1251	0.400	0.457	0.1632	
1252	0.414	0.457	0.1632	
1253	0.405	0.453	0.1629	
1254	0.414	0.453	0.1632	
1255	0.414	0.453	0.1629	
1256	0.405	0.448	0.1629	
1257	0.405	0.443	0.1629	
1258	0.410	0.453	0.1629	
1259	0.414	0.463	0.1629	
1260	0.405	0.457	0.1629	
1261	0.405	0.453	0.1629	
1262	0.414	0.463	0.1629	
1263	0.410	0.453	0.1626	
1264	0.414	0.457	0.1629	
1265	0.405	0.448	0.1629	
1266	0.414	0.457	0.1626	
1267	0.395	0.453	0.1626	
1268	0.414	0.457	0.1629	
1269	0.395	0.463	0.1623	
1270	0.410	0.453	0.1626	
1271	0.410	0.457	0.1623	
1272	0.405	0.448	0.1626	
1273	0.414	0.463	0.1623	
1274	0.400	0.457	0.1623	
1275	0.405	0.453	0.1623	
1276	0.405	0.463	0.1623	
1277	0.410	0.453	0.1623	
1278	0.405	0.457	0.1620	
1279	0.405	0.448	0.1623	
1280	0.414	0.457	0.1620	
1281	0.400	0.443	0.1620	
1282	0.414	0.453	0.1620	
1283	0.414	0.457	0.1620	
1284	0.400	0.457	0.1617	
1285	0.410	0.453	0.1620	
1286	0.414	0.463	0.1617	
1287	0.400	0.443	0.1620	
1288	0.414	0.457	0.1620	
1289	0.400	0.443	0.1617	
1290	0.405	0.457	0.1617	
1291	0.400	0.448	0.1617	
1292	0.410	0.457	0.1617	
1293	0.395	0.453	0.1617	
1294	0.410	0.453	0.1617	
1295	0.410	0.463	0.1617	
1296	0.400	0.438	0.1614	
1297	0.414	0.457	0.1617	
1298	0.405	0.457	0.1617	
1299	0.400	0.443	0.1617	
1300	0.410	0.453	0.1617	
1301	0.410	0.463	0.1617	
1302	0.395	0.457	0.1614	
1303	0.405	0.453	0.1614	
1304	0.405	0.448	0.1614	
1305	0.405	0.463	0.1614	
1306	0.400	0.443	0.1614	
1307	0.405	0.457	0.1614	
1308	0.395	0.457	0.1614	
1309	0.414	0.453	0.1614	
1310	0.395	0.457	0.1611	
1311	0.405	0.453	0.1611	
1312	0.405	0.457	0.1611	
1313	0.400	0.438	0.1608	
1314	0.410	0.453	0.1611	
1315	0.400	0.443	0.1608	
1316	0.405	0.463	0.1611	
1317	0.405	0.448	0.1608	
1318	0.400	0.443	0.1608	
1319	0.395	0.457	0.1608	
1320	0.400	0.448	0.1608	
1321	0.395	0.443	0.1608	
1322	0.395	0.453	0.1608	
1323	0.405	0.457	0.1608	
1324	0.410	0.457	0.1608	
1325	0.405	0.448	0.1604	
1326	0.405	0.453	0.1608	
1327	0.400	0.443	0.1608	
1328	0.405	0.453	0.1608	
1329	0.405	0.443	0.1604	
1330	0.390	0.453	0.1608	
1331	0.405	0.457	0.1604	
1332	0.410	0.453	0.1604	
1333	0.400	0.443	0.1604	
1334	0.400	0.443	0.1604	
1335	0.405	0.453	0.1604	
1336	0.400	0.448	0.1604	
1337	0.410	0.453	0.1604	
1338	0.395	0.457	0.1598	
1339	0.410	0.453	0.1601	
1340	0.395	0.453	0.1604	
1341	0.400	0.443	0.1601	
1342	0.410	0.457	0.1598	
1343	0.405	0.443	0.1598	
1344	0.400	0.453	0.1598	
1345	0.405	0.453	0.1601	
1346	0.395	0.443	0.1598	
1347	0.405	0.457	0.1598	
1348	0.400	0.453	0.1598	
1349	0.405	0.453	0.1598	
1350	0.405	0.453	0.1598	
1351	0.395	0.443	0.1595	
1352	0.410	0.457	0.1595	
1353	0.405	0.453	0.1595	
1354	0.400	0.448	0.1595	
1355	0.400	0.443	0.1595	
1356	0.395	0.443	0.1595	
1357	0.405	0.453	0.1592	
1358	0.400	0.457	0.1595	
1359	0.410	0.453	0.1595	
1360	0.400	0.443	0.1592	
1361	0.395	0.453	0.1592	
1362	0.405	0.457	0.1592	
1363	0.395	0.438	0.1592	
1364	0.400	0.457	0.1592	
1365	0.405	0.457	0.1592	
1366	0.405	0.453	0.1592	
1367	0.405	0.448	0.1592	
1368	0.400	0.443	0.1592	
1369	0.390	0.453	0.1592	
1370	0.400	0.453	0.1592	
1371	0.400	0.457	0.1592	
1372	0.405	0.453	0.1592	
1373	0.400	0.443	0.1592	
1374	0.400	0.448	0.1589	
1375	0.405	0.453	0.1589	
1376	0.400	0.453	0.1592	
1377	0.405	0.453	0.1589	
1378	0.400	0.453	0.1589	
1379	0.390	0.453	0.1589	
1380	0.390	0.453	0.1589	
1381	0.400	0.438	0.1589	
1382	0.400	0.443	0.1589	
1383	0.395	0.443	0.1589	
1384	0.395	0.453	0.1586	
1385	0.400	0.457	0.1586	
1386	0.400	0.453	0.1586	
1387	0.405	0.448	0.1586	
1388	0.405	0.453	0.1586	
1389	0.405	0.453	0.1586	
1390	0.400	0.453	0.1583	
1391	0.400	0.457	0.1583	
1392	0.400	0.453	0.1583	
1393	0.400	0.453	0.1583	
1394	0.390	0.453	0.1583	
1395	0.390	0.438	0.1583	
1396	0.395	0.443	0.1583	
1397	0.405	0.453	0.1583	
1398	0.390	0.453	0.1579	
1399	0.395	0.443	0.1583	
1400	0.400	0.448	0.1579	
1401	0.400	0.453	0.1579	
1402	0.395	0.443	0.1579	
1403	0.400	0.453	0.1579	
1404	0.390	0.453	0.1579	
1405	0.395	0.443	0.1579	
1406	0.400	0.453	0.1579	
1407	0.385	0.453	0.1579	
1408	0.400	0.448	0.1579	
1409	0.400	0.453	0.1576	
1410	0.390	0.443	0.1579	
1411	0.400	0.453	0.1579	
1412	0.400	0.457	0.1579	
1413	0.390	0.453	0.1576	
1414	0.395	0.438	0.1576	
1415	0.400	0.453	0.1576	
1416	0.395	0.453	0.1576	
1417	0.395	0.438	0.1576	
1418	0.400	0.453	0.1573	
1419	0.390	0.453	0.1576	
1420	0.400	0.448	0.1573	
1421	0.390	0.453	0.1567	
1422	0.405	0.453	0.1567	
1423	0.390	0.438	0.1567	
1424	0.400	0.453	0.1567	
1425	0.400	0.453	0.1567	
1426	0.395	0.443	0.1567	
1427	0.395	0.438	0.1573	
1428	0.390	0.453	0.1567	
1429	0.400	0.453	0.1567	
1430	0.400	0.457	0.1567	
1431	0.405	0.453	0.1567	
1432	0.395	0.443	0.1567	
1433	0.390	0.438	0.1567	
1434	0.390	0.443	0.1567	
1435	0.390	0.438	0.1567	
1436	0.395	0.443	0.1567	
1437	0.395	0.443	0.1567	
1438	0.395	0.443	0.1567	
1439	0.395	0.443	0.1567	
1440	0.400	0.453	0.1567	
1441	0.400	0.453	0.1567	
1442	0.395	0.453	0.1567	
1443	0.390	0.438	0.1567	
1444	0.395	0.438	0.1567	
1445	0.400	0.448	0.1567	
1446	0.400	0.453	0.1567	
1447	0.390	0.453	0.1564	
1448	0.395	0.438	0.1564	
1449	0.395	0.453	0.1567	
1450	0.385	0.448	0.1567	
1451	0.400	0.453	0.1567	
1452	0.385	0.448	0.1564	
1453	0.390	0.438	0.1561	
1454	0.395	0.453	0.1564	
1455	0.385	0.453	0.1564	
1456	0.395	0.438	0.1561	
1457	0.395	0.457	0.1561	
1458	0.395	0.438	0.1561	
1459	0.395	0.448	0.1564	
1460	0.385	0.448	0.1561	
1461	0.400	0.453	0.1561	
1462	0.400	0.443	0.1561	
1463	0.380	0.453	0.1558	
1464	0.395	0.453	0.1561	
1465	0.395	0.443	0.1561	
1466	0.390	0.448	0.1561	
1467	0.395	0.453	0.1558	
1468	0.390	0.438	0.1558	
1469	0.395	0.453	0.1558	
1470	0.395	0.457	0.1558	
1471	0.400	0.448	0.1558	
1472	0.395	0.443	0.1558	
1473	0.395	0.443	0.1554	
1474	0.380	0.443	0.1558	
1475	0.385	0.453	0.1554	
1476	0.395	0.453	0.1558	
1477	0.395	0.453	0.1558	
1478	0.395	0.453	0.1558	
1479	0.395	0.453	0.1554	
1480	0.395	0.443	0.1554	
1481	0.390	0.438	0.1554	
1482	0.385	0.438	0.1554	
1483	0.385	0.438	0.1554	
1484	0.395	0.443	0.1551	
1485	0.390	0.438	0.1551	
1486	0.400	0.448	0.1554	
1487	0.395	0.448	0.1554	
1488	0.380	0.453	0.1554	
1489	0.385	0.438	0.1551	
1490	0.395	0.443	0.1554	
1491	0.395	0.453	0.1551	
1492	0.385	0.438	0.1548	
1493	0.395	0.443	0.1551	
1494	0.380	0.448	0.1548	
1495	0.390	0.438	0.1548	
1496	0.390	0.443	0.1548	
1497	0.395	0.448	0.1548	
1498	0.395	0.438	0.1548	
1499	0.395	0.448	0.1548	
1500	0.385	0.438	0.1548	
1501	0.395	0.453	0.1548	
1502	0.385	0.438	0.1548	
1503	0.395	0.453	0.1548	
1504	0.400	0.443	0.1548	
1505	0.380	0.448	0.1545	
1506	0.395	0.453	0.1545	
1507	0.390	0.438	0.1548	
1508	0.395	0.453	0.1545	
1509	0.385	0.438	0.1545	
1510	0.395	0.443	0.1545	
1511	0.395	0.443	0.1545	
1512	0.380	0.443	0.1545	
1513	0.395	0.453	0.1545	
1514	0.395	0.453	0.1545	
1515	0.395	0.438	0.1545	
1516	0.385	0.438	0.1545	
1517	0.390	0.448	0.1545	
1518	0.395	0.453	0.1545	
1519	0.395	0.453	0.1545	
1520	0.390	0.453	0.1545	
1521	0.395	0.448	0.1545	
1522	0.395	0.448	0.1545	
1523	0.390	0.443	0.1542	
1524	0.395	0.453	0.1545	
1525	0.395	0.443	0.1545	
1526	0.385	0.438	0.1542	
1527	0.380	0.448	0.1542	
1528	0.395	0.448	0.1542	
1529	0.395	0.448	0.1542	
1530	0.395	0.448	0.1542	
1531	0.395	0.448	0.1545	
1532	0.395	0.443	0.1539	
1533	0.380	0.443	0.1542	
1534	0.380	0.438	0.1539	
1535	0.385	0.438	0.1542	
1536	0.390	0.443	0.1542	
1537	0.390	0.453	0.1539	
1538	0.385	0.443	0.1539	
1539	0.375	0.448	0.1539	
1540	0.390	0.443	0.1539	
1541	0.380	0.448	0.1539	
1542	0.390	0.438	0.1539	
1543	0.390	0.448	0.1536	
1544	0.390	0.438	0.1539	
1545	0.380	0.438	0.1539	
1546	0.380	0.448	0.1539	
1547	0.395	0.453	0.1539	
1548	0.390	0.443	0.1539	
1549	0.380	0.443	0.1539	
1550	0.395	0.448	0.1539	
1551	0.385	0.438	0.1539	
1552	0.375	0.448	0.1536	
1553	0.390	0.453	0.1536	
1554	0.390	0.443	0.1536	
1555	0.375	0.443	0.1539	
1556	0.390	0.453	0.1539	
1557	0.395	0.443	0.1536	
1558	0.390	0.438	0.1536	
1559	0.385	0.433	0.1533	
1560	0.380	0.438	0.1536	
1561	0.380	0.448	0.1533	
1562	0.390	0.443	0.1536	
1563	0.390	0.443	0.1536	
1564	0.380	0.438	0.1536	
1565	0.385	0.438	0.1533	
1566	0.390	0.438	0.1533	
1567	0.380	0.433	0.1533	
1568	0.375	0.433	0.1536	
1569	0.380	0.433	0.1536	
1570	0.385	0.438	0.1533	
1571	0.395	0.438	0.1533	
1572	0.390	0.453	0.1536	
1573	0.380	0.438	0.1536	
1574	0.380	0.433	0.1533	
1575	0.390	0.438	0.1533	
1576	0.390	0.443	0.1533	
1577	0.390	0.448	0.1533	
1578	0.380	0.443	0.1533	
1579	0.390	0.438	0.1533	
1580	0.390	0.448	0.1533	
1581	0.380	0.438	0.1530	
1582	0.385	0.438	0.1533	
1583	0.390	0.443	0.1533	
1584	0.385	0.438	0.1533	
1585	0.390	0.443	0.1533	
1586	0.390	0.438	0.1533	
